시도,시군구,"행정동(행정기관명)",행정구역분류,행정기관코드,행정기관 생성일
서울특별시,서울특별시,서울특별시,11,1100000000,19880423
서울특별시,종로구,종로구,11010,1111000000,19880423
서울특별시,종로구,청운효자동,11010720,1111051500,20081101
서울특별시,종로구,사직동,11010530,1111053000,19880423
서울특별시,종로구,삼청동,11010540,1111054000,19880423
서울특별시,종로구,부암동,11010550,1111055000,19880423
서울특별시,종로구,평창동,11010560,1111056000,19880423
서울특별시,종로구,무악동,11010570,1111057000,19880423
서울특별시,종로구,교남동,11010580,1111058000,19880423
서울특별시,종로구,가회동,11010600,1111060000,19880423
서울특별시,종로구,종로1.2.3.4가동,11010610,1111061500,20110501
서울특별시,종로구,종로5.6가동,11010630,1111063000,19880423
서울특별시,종로구,이화동,11010640,1111064000,19880423
서울특별시,종로구,혜화동,11010730,1111065000,20120801
서울특별시,종로구,창신제1동,11010670,1111067000,19880423
서울특별시,종로구,창신제2동,11010680,1111068000,19880423
서울특별시,종로구,창신제3동,11010690,1111069000,19880423
서울특별시,종로구,숭인제1동,11010700,1111070000,19880423
서울특별시,종로구,숭인제2동,11010710,1111071000,19880423
서울특별시,중구,중구,11020,1114000000,19880423
서울특별시,중구,소공동,11020520,1114052000,19880423
서울특별시,중구,회현동,11020540,1114054000,19880423
서울특별시,중구,명동,11020550,1114055000,19980914
서울특별시,중구,필동,11020570,1114057000,19980914
서울특별시,중구,장충동,11020580,1114058000,19880423
서울특별시,중구,광희동,11020590,1114059000,19980914
서울특별시,중구,을지로동,11020600,1114060500,20050315
서울특별시,중구,신당동,11020690,1114061500,20130720
서울특별시,중구,다산동,11020700,1114062500,20130720
서울특별시,중구,약수동,11020710,1114063500,20130720
서울특별시,중구,청구동,11020720,1114064500,20130720
서울특별시,중구,신당제5동,11020650,1114065000,19880423
서울특별시,중구,동화동,11020730,1114066500,20130720
서울특별시,중구,황학동,11020670,1114067000,19880423
서울특별시,중구,중림동,11020680,1114068000,19880423
서울특별시,용산구,용산구,11030,1117000000,19880423
서울특별시,용산구,후암동,11030510,1117051000,19880423
서울특별시,용산구,용산2가동,11030520,1117052000,19880423
서울특별시,용산구,남영동,11030530,1117053000,19880423
서울특별시,용산구,청파동,11030710,1117055500,20080630
서울특별시,용산구,원효로제1동,11030720,1117056000,19880423
서울특별시,용산구,원효로제2동,11030570,1117057000,19880423
서울특별시,용산구,효창동,11030580,1117058000,19880423
서울특별시,용산구,용문동,11030590,1117059000,19880423
서울특별시,용산구,한강로동,11030730,1117062500,20080630
서울특별시,용산구,이촌제1동,11030630,1117063000,19880423
서울특별시,용산구,이촌제2동,11030640,1117064000,19880423
서울특별시,용산구,이태원제1동,11030650,1117065000,19880423
서울특별시,용산구,이태원제2동,11030660,1117066000,19880423
서울특별시,용산구,한남동,11030740,1117068500,20080630
서울특별시,용산구,서빙고동,11030690,1117069000,19880423
서울특별시,용산구,보광동,11030700,1117070000,19880423
서울특별시,성동구,성동구,11040,1120000000,19880423
서울특별시,성동구,왕십리제2동,11040520,1120052000,19880423
서울특별시,성동구,왕십리도선동,11040710,1120053500,20080811
서울특별시,성동구,마장동,11040540,1120054000,19880423
서울특별시,성동구,사근동,11040550,1120055000,19880423
서울특별시,성동구,행당제1동,11040560,1120056000,19880423
서울특별시,성동구,행당제2동,11040570,1120057000,19880423
서울특별시,성동구,응봉동,11040580,1120058000,19880423
서울특별시,성동구,금호1가동,11040590,1120059000,19880423
서울특별시,성동구,금호2.3가동,11040720,1120061500,20080811
서울특별시,성동구,금호4가동,11040620,1120062000,19880423
서울특별시,성동구,옥수동,11040730,1120064500,20080811
서울특별시,성동구,성수1가제1동,11040650,1120065000,19880423
서울특별시,성동구,성수1가제2동,11040660,1120066000,19880423
서울특별시,성동구,성수2가제1동,11040670,1120067000,19880423
서울특별시,성동구,성수2가제3동,11040680,1120069000,19880423
서울특별시,성동구,송정동,11040690,1120072000,19880423
서울특별시,성동구,용답동,11040700,1120079000,19880423
서울특별시,광진구,광진구,11050,1121500000,19950301
서울특별시,광진구,화양동,11050530,1121571000,19950301
서울특별시,광진구,군자동,11050540,1121573000,19950301
서울특별시,광진구,중곡제1동,11050550,1121574000,19950301
서울특별시,광진구,중곡제2동,11050560,1121575000,19950301
서울특별시,광진구,중곡제3동,11050570,1121576000,19950301
서울특별시,광진구,중곡제4동,11050580,1121577000,19950301
서울특별시,광진구,능동,11050590,1121578000,19950301
서울특별시,광진구,광장동,11050630,1121581000,19950301
서울특별시,광진구,자양제1동,11050640,1121582000,19950301
서울특별시,광진구,자양제2동,11050650,1121583000,19950301
서울특별시,광진구,자양제3동,11050660,1121584000,19950301
서울특별시,광진구,자양제4동,11050670,1121584700,20080101
서울특별시,광진구,구의제1동,11050600,1121585000,19950301
서울특별시,광진구,구의제2동,11050610,1121586000,19950301
서울특별시,광진구,구의제3동,11050620,1121587000,19950301
서울특별시,동대문구,동대문구,11060,1123000000,19880423
서울특별시,동대문구,용신동,11060810,1123053600,20090504
서울특별시,동대문구,제기동,11060820,1123054500,20090504
서울특별시,동대문구,전농제1동,11060830,1123056000,20090504
서울특별시,동대문구,전농제2동,11060840,1123057000,20090504
서울특별시,동대문구,답십리제1동,11060910,1123060000,20090504
서울특별시,동대문구,답십리제2동,11060860,1123061000,20090504
서울특별시,동대문구,장안제1동,11060870,1123065000,20090504
서울특별시,동대문구,장안제2동,11060880,1123066000,20090504
서울특별시,동대문구,청량리동,11060800,1123070500,20080811
서울특별시,동대문구,회기동,11060710,1123071000,19880423
서울특별시,동대문구,휘경제1동,11060720,1123072000,19880423
서울특별시,동대문구,휘경제2동,11060730,1123073000,19880423
서울특별시,동대문구,이문제1동,11060890,1123074000,20090504
서울특별시,동대문구,이문제2동,11060900,1123075000,20090504
서울특별시,중랑구,중랑구,11070,1126000000,19880423
서울특별시,중랑구,면목제2동,11070520,1126052000,19880423
서울특별시,중랑구,면목제4동,11070540,1126054000,19880423
서울특별시,중랑구,면목제5동,11070550,1126055000,19880423
서울특별시,중랑구,면목본동,11070710,1126056500,20080101
서울특별시,중랑구,면목제7동,11070570,1126057000,19880423
서울특별시,중랑구,면목제3.8동,11070720,1126057500,20080101
서울특별시,중랑구,상봉제1동,11070590,1126058000,19880423
서울특별시,중랑구,상봉제2동,11070600,1126059000,19880423
서울특별시,중랑구,중화제1동,11070610,1126060000,19880423
서울특별시,중랑구,중화제2동,11070620,1126061000,19880423
서울특별시,중랑구,묵제1동,11070640,1126062000,19880423
서울특별시,중랑구,묵제2동,11070650,1126063000,19880423
서울특별시,중랑구,망우본동,11070730,1126065500,20080101
서울특별시,중랑구,망우제3동,11070680,1126066000,19880423
서울특별시,중랑구,신내1동,11070690,1126068000,19960301
서울특별시,중랑구,신내2동,11070700,1126069000,19960301
서울특별시,성북구,성북구,11080,1129000000,19880423
서울특별시,성북구,성북동,11080810,1129052500,20071230
서울특별시,성북구,삼선동,11080820,1129055500,20071230
서울특별시,성북구,동선동,11080830,1129057500,20071230
서울특별시,성북구,돈암제1동,11080580,1129058000,19880423
서울특별시,성북구,돈암제2동,11080590,1129059000,19880423
서울특별시,성북구,안암동,11080600,1129060000,19880423
서울특별시,성북구,보문동,11080610,1129061000,19880423
서울특별시,성북구,정릉제1동,11080620,1129062000,19880423
서울특별시,성북구,정릉제2동,11080630,1129063000,20040204
서울특별시,성북구,정릉제3동,11080640,1129064000,19880423
서울특별시,성북구,정릉제4동,11080650,1129065000,19880423
서울특별시,성북구,길음제1동,11080660,1129066000,19880423
서울특별시,성북구,길음제2동,11080680,1129068500,20071230
서울특별시,성북구,종암동,11080840,1129070500,20071230
서울특별시,성북구,월곡제1동,11080710,1129071500,19890427
서울특별시,성북구,월곡제2동,11080720,1129072500,19890427
서울특별시,성북구,장위제1동,11080760,1129076000,19880423
서울특별시,성북구,장위제2동,11080770,1129077000,19880423
서울특별시,성북구,장위제3동,11080780,1129078000,19880423
서울특별시,성북구,석관동,11080850,1129081000,20071230
서울특별시,강북구,강북구,11090,1130500000,19950301
서울특별시,강북구,삼양동,11090690,1130553400,20080630
서울특별시,강북구,미아동,11090700,1130553500,20080630
서울특별시,강북구,송중동,11090710,1130554500,20080630
서울특별시,강북구,송천동,11090720,1130555500,20080630
서울특별시,강북구,삼각산동,11090730,1130557500,20080630
서울특별시,강북구,번1동,11090600,1130559500,19950301
서울특별시,강북구,번2동,11090610,1130560300,19950301
서울특별시,강북구,번3동,11090620,1130560800,19950301
서울특별시,강북구,수유1동,11090630,1130561500,19950301
서울특별시,강북구,수유2동,11090640,1130562500,19950301
서울특별시,강북구,수유3동,11090650,1130563500,19950301
서울특별시,강북구,우이동,11090740,1130564500,20080630
서울특별시,강북구,인수동,11090750,1130566000,20080630
서울특별시,도봉구,도봉구,11100,1132000000,19880423
서울특별시,도봉구,창제1동,11100590,1132051100,19890101
서울특별시,도봉구,창제2동,11100600,1132051200,19890101
서울특별시,도봉구,창제3동,11100610,1132051300,19890101
서울특별시,도봉구,창제4동,11100620,1132051400,19890101
서울특별시,도봉구,창제5동,11100630,1132051500,19910907
서울특별시,도봉구,도봉제1동,11100640,1132052100,19890101
서울특별시,도봉구,도봉제2동,11100650,1132052200,19890101
서울특별시,도봉구,쌍문제1동,11100510,1132066000,19880423
서울특별시,도봉구,쌍문제2동,11100520,1132067000,19880423
서울특별시,도봉구,쌍문제3동,11100530,1132068000,19880423
서울특별시,도봉구,쌍문제4동,11100540,1132068100,19910907
서울특별시,도봉구,방학제1동,11100550,1132069000,19880423
서울특별시,도봉구,방학제2동,11100560,1132070000,19880423
서울특별시,도봉구,방학제3동,11100570,1132071000,19880701
서울특별시,노원구,노원구,11110,1135000000,19880423
서울특별시,노원구,월계1동,11110510,1135056000,19880423
서울특별시,노원구,월계2동,11110520,1135057000,19880423
서울특별시,노원구,월계3동,11110530,1135058000,19880501
서울특별시,노원구,공릉1동,11110790,1135059500,20110623
서울특별시,노원구,공릉2동,11110560,1135060000,19880423
서울특별시,노원구,하계1동,11110580,1135061100,19890901
서울특별시,노원구,하계2동,11110590,1135061200,19890901
서울특별시,노원구,중계본동,11110600,1135061900,19920701
서울특별시,노원구,중계1동,11110610,1135062100,19890901
서울특별시,노원구,중계4동,11110640,1135062400,19920701
서울특별시,노원구,중계2.3동,11110780,1135062500,20090101
서울특별시,노원구,상계1동,11110650,1135063000,19880514
서울특별시,노원구,상계2동,11110660,1135064000,19880423
서울특별시,노원구,상계3.4동,11110760,1135066500,20080101
서울특별시,노원구,상계5동,11110690,1135067000,19880423
서울특별시,노원구,상계6.7동,11110770,1135069500,20080101
서울특별시,노원구,상계8동,11110720,1135070000,19890601
서울특별시,노원구,상계9동,11110730,1135071000,19890901
서울특별시,노원구,상계10동,11110740,1135072000,19890901
서울특별시,은평구,은평구,11120,1138000000,19880423
서울특별시,은평구,녹번동,11120510,1138051000,19880423
서울특별시,은평구,불광제1동,11120520,1138052000,19880423
서울특별시,은평구,불광제2동,11120720,1138053000,19880423
서울특별시,은평구,갈현제1동,11120550,1138055100,19890601
서울특별시,은평구,갈현제2동,11120560,1138055200,19890601
서울특별시,은평구,구산동,11120570,1138056000,19880423
서울특별시,은평구,대조동,11120580,1138057000,19880423
서울특별시,은평구,응암제1동,11120590,1138058000,19880423
서울특별시,은평구,응암제2동,11120600,1138059000,19880423
서울특별시,은평구,응암제3동,11120730,1138060000,19880423
서울특별시,은평구,역촌동,11120740,1138062500,20080602
서울특별시,은평구,신사제1동,11120650,1138063100,19890901
서울특별시,은평구,신사제2동,11120660,1138063200,19890901
서울특별시,은평구,증산동,11120670,1138064000,19880423
서울특별시,은평구,수색동,11120680,1138065000,19880423
서울특별시,은평구,진관동,11120710,1138069000,20070813
서울특별시,서대문구,서대문구,11130,1141000000,19880423
서울특별시,서대문구,천연동,11130520,1141052000,19880423
서울특별시,서대문구,북아현동,11130740,1141055500,20080506
서울특별시,서대문구,충현동,11130730,1141056500,20080506
서울특별시,서대문구,신촌동,11130750,1141058500,20080506
서울특별시,서대문구,연희동,11130760,1141061500,20080506
서울특별시,서대문구,홍제제1동,11130620,1141062000,19880423
서울특별시,서대문구,홍제제3동,11130640,1141064000,19880423
서울특별시,서대문구,홍제제2동,11130650,1141065500,20080506
서울특별시,서대문구,홍은제1동,11130660,1141066000,19880423
서울특별시,서대문구,홍은제2동,11130680,1141068500,20080506
서울특별시,서대문구,남가좌제1동,11130690,1141069000,19880423
서울특별시,서대문구,남가좌제2동,11130700,1141070000,19880423
서울특별시,서대문구,북가좌제1동,11130710,1141071000,19880423
서울특별시,서대문구,북가좌제2동,11130720,1141072000,19880423
서울특별시,마포구,마포구,11140,1144000000,19880423
서울특별시,마포구,아현동,11140780,1144055500,20080107
서울특별시,마포구,공덕동,11140770,1144056500,20080107
서울특별시,마포구,도화동,11140750,1144058500,20070101
서울특별시,마포구,용강동,11140590,1144059000,20070101
서울특별시,마포구,대흥동,11140600,1144060000,19880423
서울특별시,마포구,염리동,11140610,1144061000,20150723
서울특별시,마포구,신수동,11140630,1144063000,20070101
서울특별시,마포구,서강동,11140760,1144065500,20070101
서울특별시,마포구,서교동,11140660,1144066000,20080107
서울특별시,마포구,합정동,11140680,1144068000,19880423
서울특별시,마포구,망원제1동,11140690,1144069000,19880423
서울특별시,마포구,망원제2동,11140700,1144070000,19880423
서울특별시,마포구,연남동,11140710,1144071000,19880423
서울특별시,마포구,성산제1동,11140720,1144072000,19880423
서울특별시,마포구,성산제2동,11140730,1144073000,19880423
서울특별시,마포구,상암동,11140740,1144074000,19880423
서울특별시,양천구,양천구,11150,1147000000,19880423
서울특별시,양천구,목1동,11150510,1147051000,19880423
서울특별시,양천구,목2동,11150520,1147052000,19880423
서울특별시,양천구,목3동,11150530,1147053000,19880423
서울특별시,양천구,목4동,11150540,1147054000,19880423
서울특별시,양천구,목5동,11150710,1147055000,19880701
서울특별시,양천구,신월1동,11150570,1147056000,19880423
서울특별시,양천구,신월2동,11150580,1147057000,19880423
서울특별시,양천구,신월3동,11150590,1147058000,19880423
서울특별시,양천구,신월4동,11150600,1147059000,19880423
서울특별시,양천구,신월5동,11150610,1147060000,19880423
서울특별시,양천구,신월6동,11150620,1147061000,19880423
서울특별시,양천구,신월7동,11150630,1147061100,19890601
서울특별시,양천구,신정1동,11150640,1147062000,19880423
서울특별시,양천구,신정2동,11150650,1147063000,19880423
서울특별시,양천구,신정3동,11150660,1147064000,19880423
서울특별시,양천구,신정4동,11150720,1147065000,19880423
서울특별시,양천구,신정6동,11150690,1147067000,19880701
서울특별시,양천구,신정7동,11150700,1147068000,19890901
서울특별시,강서구,강서구,11160,1150000000,19880423
서울특별시,강서구,염창동,11160510,1150051000,19880423
서울특별시,강서구,등촌제1동,11160520,1150052000,19880423
서울특별시,강서구,등촌제2동,11160530,1150053000,19880423
서울특별시,강서구,등촌제3동,11160540,1150053500,19951201
서울특별시,강서구,화곡제1동,11160730,1150054000,19880423
서울특별시,강서구,화곡제2동,11160570,1150055000,19880423
서울특별시,강서구,화곡제3동,11160580,1150056000,19880423
서울특별시,강서구,화곡제4동,11160590,1150057000,19880423
서울특별시,강서구,화곡본동,11160550,1150059000,19880423
서울특별시,강서구,화곡제6동,11160610,1150059100,19910907
서울특별시,강서구,화곡제8동,11160630,1150059300,19910907
서울특별시,강서구,가양제1동,11160751,1150060300,19930401
서울특별시,강서구,가양제2동,11160650,1150060400,19930401
서울특별시,강서구,가양제3동,11160660,1150060500,19930401
서울특별시,강서구,발산제1동,11160670,1150061100,20140514
서울특별시,강서구,우장산동,11160740,1150061500,20080825
서울특별시,강서구,공항동,11160690,1150062000,20140514
서울특별시,강서구,방화제1동,11160700,1150063000,20140514
서울특별시,강서구,방화제2동,11160710,1150064000,19880423
서울특별시,강서구,방화제3동,11160761,1150064100,19941101
서울특별시,구로구,구로구,11170,1153000000,19880423
서울특별시,구로구,신도림동,11170510,1153051000,19880423
서울특별시,구로구,구로제1동,11170520,1153052000,19880423
서울특별시,구로구,구로제2동,11170710,1153053000,19880423
서울특별시,구로구,구로제3동,11170540,1153054000,19880423
서울특별시,구로구,구로제4동,11170550,1153055000,19880423
서울특별시,구로구,구로제5동,11170560,1153056000,19880423
서울특별시,구로구,가리봉동,11170700,1153059500,20080501
서울특별시,구로구,고척제1동,11170610,1153072000,19880423
서울특별시,구로구,고척제2동,11170620,1153073000,19880423
서울특별시,구로구,개봉제1동,11170720,1153074000,19880423
서울특별시,구로구,개봉제2동,11170640,1153075000,19880423
서울특별시,구로구,개봉제3동,11170650,1153076000,19880423
서울특별시,구로구,오류제1동,11170670,1153077000,19880423
서울특별시,구로구,오류제2동,11170730,1153078000,19880423
서울특별시,구로구,수궁동,11170690,1153079000,19880701
서울특별시,구로구,항동,11170740,1153080000,20200101
서울특별시,금천구,금천구,11180,1154500000,19950301
서울특별시,금천구,가산동,11180510,1154551000,19950301
서울특별시,금천구,독산제1동,11180520,1154561000,19950301
서울특별시,금천구,독산제2동,11180530,1154562000,19950301
서울특별시,금천구,독산제3동,11180540,1154563000,19950301
서울특별시,금천구,독산제4동,11180550,1154564000,19950301
서울특별시,금천구,시흥제1동,11180570,1154567000,19950301
서울특별시,금천구,시흥제2동,11180580,1154568000,19950301
서울특별시,금천구,시흥제3동,11180590,1154569000,19950301
서울특별시,금천구,시흥제4동,11180600,1154570000,19950301
서울특별시,금천구,시흥제5동,11180610,1154571000,19950301
서울특별시,영등포구,영등포구,11190,1156000000,19880423
서울특별시,영등포구,영등포본동,11190730,1156051500,20080901
서울특별시,영등포구,영등포동,11190740,1156053500,20080901
서울특별시,영등포구,여의동,11190540,1156054000,19880423
서울특별시,영등포구,당산제1동,11190550,1156055000,19880423
서울특별시,영등포구,당산제2동,11190560,1156056000,19880423
서울특별시,영등포구,도림동,11190750,1156058500,20080901
서울특별시,영등포구,문래동,11190760,1156060500,20080901
서울특별시,영등포구,양평제1동,11190610,1156061000,19880423
서울특별시,영등포구,양평제2동,11190620,1156062000,19880423
서울특별시,영등포구,신길제1동,11190630,1156063000,19880423
서울특별시,영등포구,신길제3동,11190650,1156065000,19880423
서울특별시,영등포구,신길제4동,11190660,1156066000,19880423
서울특별시,영등포구,신길제5동,11190670,1156067000,19880423
서울특별시,영등포구,신길제6동,11190680,1156068000,19880423
서울특별시,영등포구,신길제7동,11190690,1156069000,19880423
서울특별시,영등포구,대림제1동,11190700,1156070000,19880423
서울특별시,영등포구,대림제2동,11190710,1156071000,19880423
서울특별시,영등포구,대림제3동,11190720,1156072000,19880423
서울특별시,동작구,동작구,11200,1159000000,19880423
서울특별시,동작구,노량진제1동,11200720,1159051000,19880423
서울특별시,동작구,노량진제2동,11200520,1159052000,19880423
서울특별시,동작구,상도제1동,11200530,1159053000,19880423
서울특별시,동작구,상도제2동,11200540,1159054000,19880423
서울특별시,동작구,상도제3동,11200550,1159055000,19880423
서울특별시,동작구,상도제4동,11200560,1159056000,19880423
서울특별시,동작구,흑석동,11200710,1159060500,20080201
서울특별시,동작구,사당제1동,11200630,1159062000,19880423
서울특별시,동작구,사당제2동,11200730,1159063000,20080901
서울특별시,동작구,사당제3동,11200650,1159064000,19880423
서울특별시,동작구,사당제4동,11200660,1159065000,19880423
서울특별시,동작구,사당제5동,11200670,1159065100,19920701
서울특별시,동작구,대방동,11200680,1159066000,19880423
서울특별시,동작구,신대방제1동,11200690,1159067000,19880423
서울특별시,동작구,신대방제2동,11200700,1159068000,19880423
서울특별시,관악구,관악구,11210,1162000000,19880423
서울특별시,관악구,보라매동,11210520,1162052500,20080901
서울특별시,관악구,청림동,11210540,1162054500,20080901
서울특별시,관악구,성현동,11210790,1162056500,20080901
서울특별시,관악구,행운동,11210570,1162057500,20080901
서울특별시,관악구,낙성대동,11210580,1162058500,20080901
서울특별시,관악구,청룡동,11210800,1162059500,20080901
서울특별시,관악구,은천동,11210780,1162060500,20080901
서울특별시,관악구,중앙동,11210610,1162061500,20080901
서울특별시,관악구,인헌동,11210620,1162062500,20080901
서울특별시,관악구,남현동,11210630,1162063000,19880423
서울특별시,관악구,서원동,11210640,1162064500,20080901
서울특별시,관악구,신원동,11210650,1162065500,20080901
서울특별시,관악구,서림동,11210660,1162066500,20080901
서울특별시,관악구,신사동,11210680,1162068500,20080901
서울특별시,관악구,신림동,11210690,1162069500,20080901
서울특별시,관악구,난향동,11210710,1162071500,20080901
서울특별시,관악구,조원동,11210720,1162072500,20080901
서울특별시,관악구,대학동,11210730,1162073500,20080901
서울특별시,관악구,삼성동,11210820,1162074500,20080901
서울특별시,관악구,미성동,11210830,1162076500,20080901
서울특별시,관악구,난곡동,11210810,1162077500,20080901
서울특별시,서초구,서초구,11220,1165000000,19880423
서울특별시,서초구,서초1동,11220510,1165051000,19880423
서울특별시,서초구,서초2동,11220520,1165052000,19880423
서울특별시,서초구,서초3동,11220530,1165053000,19890427
서울특별시,서초구,서초4동,11220540,1165053100,19910907
서울특별시,서초구,잠원동,11220550,1165054000,19880423
서울특별시,서초구,반포본동,11220560,1165055000,19880423
서울특별시,서초구,반포1동,11220570,1165056000,19880423
서울특별시,서초구,반포2동,11220580,1165057000,19880423
서울특별시,서초구,반포3동,11220590,1165058000,19880423
서울특별시,서초구,반포4동,11220600,1165058100,19890901
서울특별시,서초구,방배본동,11220610,1165059000,19880423
서울특별시,서초구,방배1동,11220620,1165060000,19880423
서울특별시,서초구,방배2동,11220630,1165061000,19880423
서울특별시,서초구,방배3동,11220640,1165062000,19880423
서울특별시,서초구,방배4동,11220650,1165062100,19910907
서울특별시,서초구,양재1동,11220660,1165065100,19920701
서울특별시,서초구,양재2동,11220670,1165065200,19920701
서울특별시,서초구,내곡동,11220680,1165066000,19880423
서울특별시,강남구,강남구,11230,1168000000,19880423
서울특별시,강남구,신사동,11230510,1168051000,19880423
서울특별시,강남구,논현1동,11230520,1168052100,19921001
서울특별시,강남구,논현2동,11230530,1168053100,19921001
서울특별시,강남구,압구정동,11230770,1168054500,20090301
서울특별시,강남구,청담동,11230780,1168056500,20090301
서울특별시,강남구,삼성1동,11230580,1168058000,19880423
서울특별시,강남구,삼성2동,11230590,1168059000,19880423
서울특별시,강남구,대치1동,11230600,1168060000,19880423
서울특별시,강남구,대치2동,11230790,1168061000,19880423
서울특별시,강남구,대치4동,11230630,1168063000,19880701
서울특별시,강남구,역삼1동,11230640,1168064000,19880423
서울특별시,강남구,역삼2동,11230650,1168065000,19880423
서울특별시,강남구,도곡1동,11230660,1168065500,19890101
서울특별시,강남구,도곡2동,11230670,1168065600,19890101
서울특별시,강남구,개포1동,11230680,1168066000,19880423
서울특별시,강남구,개포2동,11230800,1168067000,19880423
서울특별시,강남구,개포3동,11230511,1168067500,20221223
서울특별시,강남구,개포4동,11230710,1168069000,19880701
서울특별시,강남구,세곡동,11230760,1168070000,19880423
서울특별시,강남구,일원본동,11230720,1168072000,19921001
서울특별시,강남구,일원1동,11230730,1168073000,19921001
서울특별시,강남구,수서동,11230750,1168075000,19921001
서울특별시,송파구,송파구,11240,1171000000,19880423
서울특별시,송파구,풍납1동,11240510,1171051000,19880423
서울특별시,송파구,풍납2동,11240520,1171052000,19880423
서울특별시,송파구,거여1동,11240530,1171053100,19920701
서울특별시,송파구,거여2동,11240540,1171053200,19920701
서울특별시,송파구,마천1동,11240550,1171054000,19880423
서울특별시,송파구,마천2동,11240560,1171055000,19880423
서울특별시,송파구,방이1동,11240570,1171056100,19920701
서울특별시,송파구,방이2동,11240580,1171056200,19920701
서울특별시,송파구,오륜동,11240590,1171056600,19890601
서울특별시,송파구,오금동,11240600,1171057000,19880423
서울특별시,송파구,송파1동,11240610,1171058000,19880423
서울특별시,송파구,송파2동,11240620,1171059000,19880423
서울특별시,송파구,석촌동,11240630,1171060000,19880423
서울특별시,송파구,삼전동,11240640,1171061000,19880701
서울특별시,송파구,가락본동,11240650,1171062000,19880701
서울특별시,송파구,가락1동,11240660,1171063100,19890601
서울특별시,송파구,가락2동,11240670,1171063200,19890601
서울특별시,송파구,문정1동,11240680,1171064100,19890901
서울특별시,송파구,문정2동,11240690,1171064200,19890901
서울특별시,송파구,장지동,11240810,1171064600,19960801
서울특별시,송파구,위례동,11240820,1171064700,20150706
서울특별시,송파구,잠실본동,11240710,1171065000,19880423
서울특별시,송파구,잠실2동,11240790,1171067000,19880423
서울특별시,송파구,잠실3동,11240800,1171068000,19880423
서울특별시,송파구,잠실4동,11240750,1171069000,19880423
서울특별시,송파구,잠실6동,11240770,1171071000,19880423
서울특별시,송파구,잠실7동,11240780,1171072000,19890901
서울특별시,강동구,강동구,11250,1174000000,19880423
서울특별시,강동구,강일동,11250750,1174051500,20000101
서울특별시,강동구,상일제1동,11250760,1174052500,20210701
서울특별시,강동구,상일제2동,11250770,1174052600,20210701
서울특별시,강동구,명일제1동,11250530,1174053000,19880501
서울특별시,강동구,명일제2동,11250540,1174054000,19880423
서울특별시,강동구,고덕제1동,11250550,1174055000,19880423
서울특별시,강동구,고덕제2동,11250560,1174056000,19880423
서울특별시,강동구,암사제1동,11250720,1174057000,19880423
서울특별시,강동구,암사제2동,11250580,1174058000,19880423
서울특별시,강동구,암사제3동,11250590,1174059000,19880423
서울특별시,강동구,천호제1동,11250610,1174060000,19880423
서울특별시,강동구,천호제2동,11250730,1174061000,19880423
서울특별시,강동구,천호제3동,11250630,1174062000,19880423
서울특별시,강동구,성내제1동,11250650,1174064000,19880423
서울특별시,강동구,성내제2동,11250660,1174065000,19880423
서울특별시,강동구,성내제3동,11250670,1174066000,19880423
서울특별시,강동구,길동,11250740,1174068500,20080707
서울특별시,강동구,둔촌제1동,11250700,1174069000,19880423
서울특별시,강동구,둔촌제2동,11250710,1174070000,19880423
부산광역시,부산광역시,부산광역시,21,2600000000,19950101
부산광역시,중구,중구,21010,2611000000,19950101
부산광역시,중구,중앙동,21010510,2611051000,19950101
부산광역시,중구,동광동,21010520,2611052000,19950101
부산광역시,중구,대청동,21010530,2611053000,19950101
부산광역시,중구,보수동,21010540,2611054500,19990101
부산광역시,중구,부평동,21010560,2611056000,19950101
부산광역시,중구,광복동,21010570,2611057000,19950101
부산광역시,중구,남포동,21010580,2611058000,19950101
부산광역시,중구,영주제1동,21010590,2611059000,19950101
부산광역시,중구,영주제2동,21010600,2611060000,19950101
부산광역시,서구,서구,21020,2614000000,19950101
부산광역시,서구,동대신제1동,21020510,2614051000,19950101
부산광역시,서구,동대신제2동,21020520,2614052000,19950101
부산광역시,서구,동대신제3동,21020530,2614053000,19950101
부산광역시,서구,서대신제1동,21020540,2614054000,19950101
부산광역시,서구,서대신제3동,21020560,2614056000,19950101
부산광역시,서구,서대신제4동,21020570,2614057000,19950101
부산광역시,서구,부민동,21020590,2614059000,19981001
부산광역시,서구,아미동,21020610,2614061500,19981001
부산광역시,서구,초장동,21020630,2614063000,19950101
부산광역시,서구,충무동,21020640,2614064000,19981001
부산광역시,서구,남부민제1동,21020650,2614065000,19950101
부산광역시,서구,남부민제2동,21020690,2614066000,19950101
부산광역시,서구,암남동,21020680,2614068000,19950101
부산광역시,동구,동구,21030,2617000000,19950101
부산광역시,동구,초량제1동,21030510,2617051000,19950101
부산광역시,동구,초량제2동,21030520,2617052000,19950101
부산광역시,동구,초량제3동,21030530,2617053000,19950101
부산광역시,동구,초량제6동,21030550,2617055000,19950101
부산광역시,동구,수정제1동,21030560,2617056000,19950101
부산광역시,동구,수정제2동,21030570,2617057000,19950101
부산광역시,동구,수정제4동,21030590,2617059000,19950101
부산광역시,동구,수정제5동,21030600,2617060000,19950101
부산광역시,동구,좌천동,21030700,2617064500,20150701
부산광역시,동구,범일제1동,21030710,2617065000,19950101
부산광역시,동구,범일제2동,21030660,2617066000,19950101
부산광역시,동구,범일제5동,21030680,2617068000,19980917
부산광역시,영도구,영도구,21040,2620000000,19950101
