연번,시도,시군구,읍면동,우편번호,주소
1,서울,강남구,개포1동 주민센터,6321,서울특별시 강남구 선릉로 35 (개포동)
2,서울,강남구,개포2동 주민센터,6328,서울특별시 강남구 개포로 511 (개포동)
3,서울,강남구,개포3동 주민센터,6335,서울특별시 강남구 개포로 615 (개포동)
4,서울,강남구,개포4동 주민센터,6308,서울특별시 강남구 개포로24길 33 (개포동)
5,서울,강남구,논현1동 주민센터,6115,서울특별시 강남구 학동로20길 25 (논현동)
6,서울,강남구,논현2동 주민센터,6058,서울특별시 강남구 학동로43길 17 (논현동)
7,서울,강남구,대치1동 주민센터,6280,서울특별시 강남구 남부순환로391길 19 (대치동)
8,서울,강남구,대치2동 주민센터,6187,서울특별시 강남구 영동대로65길 24 (대치동)
9,서울,강남구,대치4동 주민센터,6204,서울특별시 강남구 도곡로77길 23 (대치동)
10,서울,강남구,도곡1동 주민센터,6269,서울특별시 강남구 도곡로18길 57 (도곡동)
11,서울,강남구,도곡2동 주민센터,6300,서울특별시 강남구 남부순환로378길 34-9 (도곡동)
12,서울,강남구,삼성1동 주민센터,6170,서울특별시 강남구 봉은사로 616 (삼성동)
13,서울,강남구,삼성2동 주민센터,6097,서울특별시 강남구 봉은사로 419 (삼성동)
14,서울,강남구,세곡동 주민센터,6377,서울특별시 강남구 밤고개로 286 (율현동)
15,서울,강남구,수서동 주민센터,6368,"서울특별시 강남구 광평로56길 11 (수서동, 수서동주민센터)"
16,서울,강남구,신사동 주민센터,6029,서울특별시 강남구 압구정로 128 (신사동)
17,서울,강남구,압구정동 주민센터,6004,서울특별시 강남구 압구정로33길 48 (압구정동)
18,서울,강남구,역삼1동 주민센터,6244,서울특별시 강남구 역삼로7길 16 (역삼동)
19,서울,강남구,역삼2동 주민센터,6219,서울특별시 강남구 도곡로43길 25 (역삼동)
20,서울,강남구,일원1동 주민센터,6335,서울특별시 강남구 개포로 615 (개포동)
21,서울,강남구,일원본동 주민센터,6361,서울특별시 강남구 광평로 126 (일원동)
22,서울,강남구,청담동 주민센터,6012,서울특별시 강남구 압구정로79길 26 (청담동)
23,서울,강동구,강일동 주민센터,5211,서울특별시 강동구 아이수로93길 9-14
24,서울,강동구,고덕1동 주민센터,5231,서울특별시 양재대로156길 123
25,서울,강동구,고덕2동 주민센터,5220,서울특별시 아리수로78길 43-12
26,서울,강동구,길동 주민센터,5350,서울특별시 천호대로 1183
27,서울,강동구,둔촌1동 주민센터,5411,서울특별시 양재대로84길 31
28,서울,강동구,둔촌2동 주민센터,5361,서울특별시 천호대로186길 7
29,서울,강동구,명일1동 주민센터,5266,서울특별시 양재대로 1634
30,서울,강동구,명일2동 주민센터,5299,서울특별시 상암로 260
31,서울,강동구,상일1동 주민센터,5276,서울특별시 강동구 구천면로 633
32,서울,강동구,상일2동 주민센터,5416,서울특별시 강동구 고덕로98길 71
33,서울,강동구,성내1동 주민센터,5392,서울특별시 성내로 13
34,서울,강동구,성내2동 주민센터,5379,서울특별시 천호대로 1050
35,서울,강동구,성내3동 주민센터,5405,서울특별시 강동대로53길 76
36,서울,강동구,암사1동 주민센터,5262,서울특별시 올림픽로98가길 57
37,서울,강동구,암사2동 주민센터,5241,서울특별시 상암로3길 28
38,서울,강동구,암사3동 주민센터,5236,서울특별시 고덕로 137
39,서울,강동구,천호1동 주민센터,5312,서울특별시 구천면로42길 59
40,서울,강동구,천호2동 주민센터,5327,서울특별시 올림픽로80길 60
41,서울,강동구,천호3동 주민센터,5334,서울특별시 진황도로23길 7
42,서울,강북구,미아동 주민센터,1133,서울특별시 강북구 솔매로49길 14(미아동)
43,서울,강북구,번1동 주민센터,1064,서울특별시 강북구 덕릉로41길 74(번동)
44,서울,강북구,번2동 주민센터,1145,서울특별시 강북구 한천로 897(번동)
45,서울,강북구,번3동 주민센터,1230,서울특별시 강북구 한천로105길 21(번동)
46,서울,강북구,삼각산동 주민센터,1199,서울특별시 강북구 삼양로19길 34(미아동)
47,서울,강북구,삼양동 주민센터,1127,서울특별시 강북구 솔매로69(미아동)
48,서울,강북구,송중동 주민센터,1233,서울특별시 강북구 오패산로 162(미아동)
49,서울,강북구,송천동 주민센터,1202,서울특별시 강북구 솔샘로 284(미아동)
50,서울,강북구,수유1동 주민센터,1103,서울특별시 강북구 삼양로 299(수유동)
51,서울,강북구,수유2동 주민센터,1040,서울특별시 강북구 한천로 1117(수유동)
52,서울,강북구,수유3동 주민센터,1072,서울특별시 강북구 노해로 36(수유동)
53,서울,강북구,우이동 주민센터,1011,서울특별시 강북구 삼양로 139길 49(수유동)
54,서울,강북구,인수동 주민센터,1021,서울특별시 강북구 인수봉로 255(수유동)
55,서울,강서구,가양1동 주민센터,7529,서울특별시 강서구 허준로 30 (가양동)
56,서울,강서구,가양2동 주민센터,7525,서울특별시 강서구 허준로 93
57,서울,강서구,가양3동 주민센터,7532,서울특별시 강서구 허준로 202
58,서울,강서구,공항동 주민센터,7627,서울특별시 강서구 송정로 45
59,서울,강서구,등촌1동 주민센터,7569,서울특별시 강서구 공항대로53가길 55
60,서울,강서구,등촌2동 주민센터,7671,서울특별시 강서구 등촌로 143
61,서울,강서구,등촌3동 주민센터,7588,서울특별시 강서구 화곡로63길 96
62,서울,강서구,발산1동 주민센터,7633,서울특별시 강서구 강서로47길 54 
63,서울,강서구,방화1동 주민센터,7597,서울특별시 강서구 방화대로 330
64,서울,강서구,방화2동 주민센터,7611,서울특별시 강서구 개화동로21길 52 
65,서울,강서구,방화3동 주민센터,7511,서울특별시 강서구 금낭화로24길 5
66,서울,강서구,염창동 주민센터,7535,서울특별시 강서구 양천로67가길 63
67,서울,강서구,우장산동 주민센터,7690,서울특별시 강서구 우현로 34
68,서울,강서구,화곡1동 주민센터,7772,서울특별시 강서구 곰달래로 79
69,서울,강서구,화곡2동 주민센터,7750,서울특별시 강서구 곰달래로37길 13
70,서울,강서구,화곡3동 주민센터,7713,서울특별시 강서구 강서로33가길 17
71,서울,강서구,화곡4동 주민센터,7740,서울특별시 강서구 곰달래로57가길 26
72,서울,강서구,화곡6동 주민센터,7659,서울특별시 강서구 공항대로46길 105
73,서울,강서구,화곡8동 주민센터,7757,서울특별시 강서구 곰달래로25길 45
74,서울,강서구,화곡본동 주민센터,7677,서울특별시 강서구 초록마을로5길 29
75,서울,관악구,낙성대동 주민센터,8790,서울특별시 관악구 낙성대로4가길 5
76,서울,관악구,난곡동 주민센터,8855,서울특별시 관악구 난곡로30길 40
77,서울,관악구,난향동 주민센터,8859,서울특별시 관악구 난곡로 67
78,서울,관악구,남현동 주민센터,8807,서울특별시 관악구 남현1가길 29
79,서울,관악구,대학동 주민센터,8813,서울특별시 관악구 신림로 111
80,서울,관악구,미성동 주민센터,8864,서울특별시 관악구 난곡로 249
81,서울,관악구,보라매동 주민센터,8720,서울특별시 관악구 봉천로 279-8
82,서울,관악구,삼성동 주민센터,8846,서울특별시 관악구 호암로 589
83,서울,관악구,서림동 주민센터,8845,서울특별시 관악구 신림로29길 6
84,서울,관악구,서원동 주민센터,8778,서울특별시 관악구 신림로 282
85,서울,관악구,성현동 주민센터,8725,서울특별시 관악구 구암길 38
86,서울,관악구,신림동 주민센터,8707,서울특별시 관악구 신림동길 14
87,서울,관악구,신사동 주민센터,8762,서울특별시 관악구 조원로 142
88,서울,관악구,신원동 주민센터,8774,서울특별시 관악구 신원로3길 13-6
89,서울,관악구,은천동 주민센터,8750,서울특별시 관악구 봉천로33나길 30
90,서울,관악구,인헌동 주민센터,8793,서울특별시 관악구 남부순환로246가길 20
91,서울,관악구,조원동 주민센터,8766,서울특별시 관악구 조원로12길 25
92,서울,관악구,중앙동 주민센터,8746,서울특별시 관악구 양녕로6다길 7
93,서울,관악구,청룡동 주민센터,8830,서울특별시 관악구 쑥고개로 44
94,서울,관악구,청림동 주민센터,8730,서울특별시 관악구 관악로40길 39
95,서울,관악구,행운동 주민센터,8739,서울특별시 관악구 행운1길 43
96,서울,광진구,광장동 주민센터,4986,서울특별시 광진구 광장로 52
97,서울,광진구,구의1동 주민센터,5038,서울특별시 광진구 광나루로36길 56
98,서울,광진구,구의2동 주민센터,4979,서울특별시 광진구 천호대로136길 55
99,서울,광진구,구의3동 주민센터,5047,서울특별시 광진구 강변역로 17
100,서울,광진구,군자동 주민센터,4995,서울특별시 광진구 면목로 13
101,서울,광진구,능동 주민센터,4989,서울특별시 광진구 천호대로112길 55
102,서울,광진구,자양1동 주민센터,5058,서울특별시 광진구 자양로13길 37
103,서울,광진구,자양2동 주민센터,5106,서울특별시 광진구 자양로3가길 26
104,서울,광진구,자양3동 주민센터,5091,서울특별시 광진구 뚝섬로 568
105,서울,광진구,자양4동 주민센터,5084,서울특별시 광진구 뚝섬로26길 58
106,서울,광진구,중곡1동 주민센터,4915,서울특별시 광진구 긴고랑로12길 49
107,서울,광진구,중곡2동 주민센터,4927,서울특별시 광진구 능동로 346
108,서울,광진구,중곡3동 주민센터,4905,서울특별시 광진구 동일로76가길 28
109,서울,광진구,중곡4동 주민센터,4944,서울특별시 광진구 긴고랑로 131
110,서울,광진구,화양동 주민센터,5010,서울특별시 광진구 능동로17길 39
111,서울,구로구,가리봉동 주민센터,8383,서울특별시 구로구 우마2길 35
112,서울,구로구,개봉1동 주민센터,8237,서울특별시 구로구 경인로33길 51
113,서울,구로구,개봉2동 주민센터,8332,서울특별시 구로구 개봉로16가길 17
114,서울,구로구,개봉3동 주민센터,8353,서울특별시 구로구 개봉로3길 47-5
115,서울,구로구,고척1동 주민센터,8225,서울특별시 구로구 중앙로3길 18-8
116,서울,구로구,고척2동 주민센터,8240,서울특별시 구로구 중앙로15길 22
117,서울,구로구,구로1동 주민센터,8324,서울특별시 구로구 구일로4길 57
118,서울,구로구,구로2동 주민센터,8309,서울특별시 구로구 구로동로 141
119,서울,구로구,구로3동 주민센터,8327,서울특별시 구로구 디지털로31길 109
120,서울,구로구,구로4동 주민센터,8312,서울특별시 구로구 구로동로28길 94
121,서울,구로구,구로5동 주민센터,8299,서울특별시 구로구 구로중앙로28길 66
122,서울,구로구,수궁동 주민센터,8256,서울특별시 구로구 오리로15길 32
123,서울,구로구,신도림동 주민센터,8211,서울특별시 구로구 신도림로 40
124,서울,구로구,오류1동 주민센터,8267,서울특별시 구로구 경인로27길 7
125,서울,구로구,오류2동 주민센터,8342,서울특별시 구로구 오류로 45
126,서울,구로구,항동 주민센터,8368,서울특별시 구로구 연동로 191-19
127,서울,금천구,가산동 주민센터,8516,서울특별시 금천구 가산로 129
128,서울,금천구,독산1동 주민센터,8523,서울특별시 금천구 시흥대로123길 11
129,서울,금천구,독산2동 주민센터,8618,서울특별시 금천구 독산로 179
130,서울,금천구,독산3동 주민센터,8541,서울특별시 금천구 독산로 317
131,서울,금천구,독산4동 주민센터,8558,서울특별시 금천구 독산로 232
132,서울,금천구,시흥1동 주민센터,8628,서울특별시 금천구 시흥대로58길 36
133,서울,금천구,시흥2동 주민센터,8645,서울특별시 금천구 금하로 764
134,서울,금천구,시흥3동 주민센터,8653,서울특별시 금천구 시흥대로18길 40
135,서울,금천구,시흥4동 주민센터,8569,서울특별시 금천구 독산로36길 14
136,서울,금천구,시흥5동 주민센터,8643,서울특별시 금천구 금하로24길 6
137,서울,노원구,공릉1동 주민센터,1844,서울특별시 노원구 동일로186길 3-24
138,서울,노원구,공릉2동 주민센터,1823,서울특별시 노원구 노원로 1길 68
139,서울,노원구,상계10동 주민센터,1676,서울특별시 노원구 노원로 530
140,서울,노원구,상계1동 주민센터,1604,서울특별시 노원구 동일로 1697
141,서울,노원구,상계2동 주민센터,1696,서울특별시 노원구 상계로 118
142,서울,노원구,상계3·4동 주민센터,1633,서울특별시 노원구 덕릉로 859
143,서울,노원구,상계5동 주민센터,1667,서울특별시 노원구 한글비석로 434
144,서울,노원구,상계6·7동 주민센터,1752,서울특별시 노원구 노원로 429
145,서울,노원구,상계8동 주민센터,1619,서울특별시 노원구 동일로227길 97
146,서울,노원구,상계9동 주민센터,1678,서울특별시 노원구 한글비석로 487
147,서울,노원구,월계1동 주민센터,1896,서울특별시 노원구 석계로 59
148,서울,노원구,월계2동 주민센터,1868,서울특별시 노원구 초안산로5길 28
149,서울,노원구,월계3동 주민센터,1911,서울특별시 노원구 마들로 57
150,서울,노원구,중계1동 주민센터,1713,서울특별시 노원구 한글비석로 279
151,서울,노원구,중계2·3동 주민센터,1787,서울특별시 노원구 노원로17길 56
152,서울,노원구,중계4동 주민센터,1717,서울특별시 노원구 덕릉로82길 50
153,서울,노원구,중계본동 주민센터,1739,서울특별시 노원구 중계로 143
154,서울,노원구,하계1동 주민센터,1791,서울특별시 노원구 노원로 261
155,서울,노원구,하계2동 주민센터,1863,서울특별시 노원구 공릉로55길 88
156,서울,도봉구,도봉1동 주민센터,1306,서울특별시 도봉구 도봉로169나길 22
157,서울,도봉구,도봉2동 주민센터,1330,서울특별시 도봉구 마들로 668
158,서울,도봉구,방학1동 주민센터,1345,서울특별시 도봉구 방학로2길 27
159,서울,도봉구,방학2동 주민센터,1347,서울특별시 도봉구 시루봉로 226
160,서울,도봉구,방학3동 주민센터,1382,서울특별시 도봉구 시루봉로 94
161,서울,도봉구,쌍문1동 주민센터,1381,서울특별시 도봉구 노해로 147
162,서울,도봉구,쌍문2동 주민센터,1392,서울특별시 도봉구 도봉로137길 21
163,서울,도봉구,쌍문3동 주민센터,1445,서울특별시 도봉구 노해로44길 9
164,서울,도봉구,쌍문4동 주민센터,1429,서울특별시 도봉구 시루봉로 62-7
165,서울,도봉구,창1동 주민센터,1421,서울특별시 도봉구 해등로 46
166,서울,도봉구,창2동 주민센터,1466,서울특별시 도봉구 덕릉로59길 73-3
167,서울,도봉구,창3동 주민센터,1487,서울특별시 도봉구 덕릉로62길 89
168,서울,도봉구,창4동 주민센터,1418,서울특별시 도봉구 노해로 390
169,서울,도봉구,창5동 주민센터,1400,서울특별시 도봉구 도봉로136나길 20
170,서울,동대문구,답십리1동 주민센터,2601,서울특별시 동대문구 사가정로 30
171,서울,동대문구,답십리2동 주민센터,2616,서울특별시 동대문구 한천로11길 18
172,서울,동대문구,신설동 주민센터,2586,서울특별시 동대문구 천호대로26
173,서울,동대문구,용두동 주민센터,2567,서울특별시 동대문구 천호대로27길 35
174,서울,동대문구,이문1동 주민센터,2426,서울특별시 동대문구 외대역동로 114-1
175,서울,동대문구,이문2동 주민센터,2409,서울특별시 동대문구 신이문로 27-5
176,서울,동대문구,장안1동 주민센터,2628,서울특별시 동대문구 한천로18길 52
177,서울,동대문구,장안2동 주민센터,2526,서울특별시 동대문구 사가정로 230-1
178,서울,동대문구,전농1동 주민센터,2558,서울특별시 동대문구 서울특별시립대로9길 21
179,서울,동대문구,전농2동 주민센터,2507,서울특별시 동대문구 사가정로 137
180,서울,동대문구,제기동 주민센터,2478,서울특별시 동대문구 약령시로 71
181,서울,동대문구,청량리동 주민센터,2489,서울특별시 동대문구 왕산로 239
182,서울,동대문구,회기동 주민센터,2452,서울특별시 동대문구 회기로25길 12-1
183,서울,동대문구,휘경1동 주민센터,2434,서울특별시 동대문구 외대역동로6길 3
184,서울,동대문구,휘경2동 주민센터,2502,서울특별시 동대문구 한천로 329
185,서울,동작구,노량진1동 주민센터,6913,"서울특별시 동작구 노량진로 190, 3층·4층(노량진동 333)"
186,서울,동작구,노량진2동 주민센터,6935,서울특별시 동작구 장승배기로19길 48 (노량진2동 302-97)
187,서울,동작구,대방동 주민센터,6944,서울특별시 동작구 여의대방로44길 20(대방동 501-2)
188,서울,동작구,사당1동 주민센터,7013,서울특별시 동작구 동작대로17길 28(사당1동 1004-52)
189,서울,동작구,사당2동 주민센터,6997,서울특별시 동작구 동작대로29길 52(사당동)
190,서울,동작구,사당3동 주민센터,7005,서울특별시 동작구 사당로17길 86
191,서울,동작구,사당4동 주민센터,7018,서울특별시 동작구 사당로16아길 6(사당4동 300-8)
192,서울,동작구,사당5동 주민센터,7030,서울특별시 동작구 사당로2가길 219(사당5동 228-11)
193,서울,동작구,상도1동 주민센터,6971,서울특별시 동작구 상도로53길 9(상도동 437)
194,서울,동작구,상도2동 주민센터,6921,서울특별시 동작구 상도로 211 (상도2동 25-48)
195,서울,동작구,상도3동 주민센터,7042,서울특별시 동작구 성대로2길 11(상도3동 315-37)
196,서울,동작구,상도4동 주민센터,7047,서울특별시 동작구 양녕로27길 44(상도동 202-58)
197,서울,동작구,신대방1동 주민센터,7067,서울특별시 동작구 신대방길72(신대방1동 604-8)
198,서울,동작구,신대방2동 주민센터,7056,서울특별시 동작구 여의대방로24길 76(신대방동 723)
199,서울,동작구,흑석동 주민센터,6982,서울특별시 동작구 흑석한강로 11 (흑석동 335-2)
200,서울,마포구,공덕동 주민센터,4208,서울특별시 마포구 만리재옛길 84 
201,서울,마포구,대흥동 주민센터,4103,서울특별시 마포구 신촌로26길 10
202,서울,마포구,도화동 주민센터,4168,서울특별시 마포구 도화길 37
203,서울,마포구,망원1동 주민센터,4010,서울특별시 마포구 포은로6길 10
204,서울,마포구,망원2동 주민센터,3960,서울특별시 마포구 방울내로7길 11
205,서울,마포구,상암동 주민센터,3927,서울특별시 마포구 매봉산로2길 16
206,서울,마포구,서강동 주민센터,4099,서울특별시 마포구 독막로 165
207,서울,마포구,서교동 주민센터,4003,서울특별시 마포구 동교로15길 7
208,서울,마포구,성산1동 주민센터,3965,서울특별시 마포구 성산로4길 15
209,서울,마포구,성산2동 주민센터,3946,서울특별시 마포구  월드컵북로30길 22
210,서울,마포구,신수동 주민센터,4089,서울특별시 마포구 독막로 192
211,서울,마포구,아현동 주민센터,4142,서울특별시 마포구 마포대로7길 18
212,서울,마포구,연남동 주민센터,3979,서울특별시 마포구 성미산로29길 17-9
213,서울,마포구,염리동 주민센터,4138,서울특별시 마포구 숭문길 14
214,서울,마포구,용강동 주민센터,4161,서울특별시 마포구 토정로31길 31
215,서울,마포구,합정동 주민센터,4024,서울특별시 마포구 월드컵로5길 11
216,서울,서대문구,남가좌제1동 주민센터,3711,서울특별시 서대문구 모래내로15길 37
217,서울,서대문구,남가좌제2동 주민센터,3665,서울특별시 서대문구 증가로10길 28
218,서울,서대문구,북가좌제1동 주민센터,3709,서울특별시 서대문구 수색로 100-55
219,서울,서대문구,북가좌제2동 주민센터,3678,서울특별시 서대문구 응암로1길 10
220,서울,서대문구,북아현동 주민센터,3756,서울특별시 서대문구 북아현로 24
221,서울,서대문구,신촌동 주민센터,3777,서울특별시 서대문구 연세로2나길 47
222,서울,서대문구,연희동 주민센터,3697,서울특별시 서대문구 연희로 189
223,서울,서대문구,천연동 주민센터,3743,서울특별시 서대문구 성산로 694
224,서울,서대문구,충현동 주민센터,3748,서울특별시 서대문구 북아현로22길 38
225,서울,서대문구,홍은제1동 주민센터,3604,서울특별시 서대문구 홍은중앙로 85
226,서울,서대문구,홍은제2동 주민센터,3658,서울특별시 서대문구 모래내로 334
227,서울,서대문구,홍제제1동 주민센터,3646,서울특별시 서대문구 통일로 435-1
228,서울,서대문구,홍제제2동 주민센터,3632,서울특별시 서대문구 통일로34길 27
229,서울,서대문구,홍제제3동 주민센터,3622,서울특별시 서대문구 세검정로4길 32
230,서울,서초구,내곡동 주민센터,6802,서울특별시 서초구  청계산로 15길 77
231,서울,서초구,반포1동 주민센터,6544,서울특별시 서초구 사평대로 273   
232,서울,서초구,반포2동 주민센터,6505,서울특별시 서초구 신반포로 127 
233,서울,서초구,반포3동 주민센터,6510,서울특별시 서초구 신반포로23길 78
234,서울,서초구,반포4동 주민센터,6577,서울특별시 서초구 사평대로28길 70
235,서울,서초구,반포본동 주민센터,6502,서울특별시 서초구 신반포로3길 8
236,서울,서초구,방배1동 주민센터,6683,서울특별시 서초구 효령로29길 43 
237,서울,서초구,방배2동 주민센터,6690,서울특별시 서초구 청두곶길 36 
238,서울,서초구,방배3동 주민센터,6705,서울특별시 서초구 방배로 40 
239,서울,서초구,방배4동 주민센터,6572,서울특별시 서초구 방배로 173 
240,서울,서초구,방배본동 주민센터,6557,서울특별시 서초구 동광로19길 38
241,서울,서초구,서초1동 주민센터,6637,서울특별시 서초구 사임당로 89 
242,서울,서초구,서초2동 주민센터,6716,서울특별시 서초구 서초대로70길 51 
243,서울,서초구,서초3동 주민센터,6639,서울특별시 서초구 반포대로 34 
244,서울,서초구,서초4동 주민센터,6609,서울특별시 서초구 서운로26길 3
245,서울,서초구,양재1동 주민센터,6762,서울특별시 서초구 바우뫼로 41 
246,서울,서초구,양재2동 주민센터,6779,서울특별시 서초구 강남대로12길 44 
247,서울,서초구,잠원동 주민센터,6523,서울특별시 서초구 나루터로 38 
248,서울,성동구,금호1가동 주민센터,4798,서울특별시 성동구 행당로 15
249,서울,성동구,금호2-3가동 주민센터,4799,서울특별시 성동구 무수막18길 1
250,서울,성동구,금호4가동 주민센터,4799,서울특별시 성동구 독서당로46길 26
251,서울,성동구,마장동 주민센터,4795,서울특별시 성동구 마장로42길 11
252,서울,성동구,사근동 주민센터,4796,서울특별시 성동구 사근동길 37
253,서울,성동구,성수1가제1동 주민센터,4794,서울특별시 성동구 뚝섬로3길 18
254,서울,성동구,성수1가제2동 주민센터,4794,서울특별시 성동구 왕십리로5길 3
255,서울,성동구,성수2가제1동 주민센터,4794,서울특별시 성동구 뚝섬로 385-19
256,서울,성동구,성수2가제3동 주민센터,4794,서울특별시 성동구 광나루로2길 35
257,서울,성동구,송정동 주민센터,4799,서울특별시 성동구 송정18가길 9
258,서울,성동구,옥수동 주민센터,4799,서울특별시 성동구 독서당로205-1
259,서울,성동구,왕십리도선동 주민센터,4794,서울특별시 성동구 마장로 141
260,서울,성동구,왕십리제2동 주민센터,4799,서울특별시 성동구 무학봉15길 6
261,서울,성동구,용답동 주민센터,4799,서울특별시 성동구 용답중앙23길 20
262,서울,성동구,응봉동 주민센터,4799,서울특별시 성동구 독서당로 424
263,서울,성동구,행당제1동 주민센터,4797,서울특별시 성동구 고산자로10길 18
264,서울,성동구,행당제2동 주민센터,4798,서울특별시 성동구 행당로9길 9
265,서울,성북구,길음1동 주민센터,2724,서울특별시 성북구 길음로 92 
266,서울,성북구,길음2동 주민센터,2732,서울특별시 성북구 삼양로2길 70 
267,서울,성북구,돈암1동 주민센터,2801,서울특별시 성북구 정릉로 392 
268,서울,성북구,돈암2동 주민센터,2825,서울특별시 성북구 흥천사길 7 
269,서울,성북구,동선동 주민센터,2840,서울특별시 성북구 동소문로26길 27 
270,서울,성북구,보문동 주민센터,2589,서울특별시 성북구 안암로3길 35 
271,서울,성북구,삼선동 주민센터,2847,서울특별시 성북구 보문로 190 
272,서울,성북구,석관동 주민센터,2781,서울특별시 성북구 화랑로 296 
273,서울,성북구,성북동 주민센터,2880,서울특별시 성북구 성북로 37 
274,서울,성북구,안암동 주민센터,2853,서울특별시 성북구 고려대로 16 
275,서울,성북구,월곡1동 주민센터,2741,서울특별시 성북구 오패산로 96 
276,서울,성북구,월곡2동 주민센터,2793,서울특별시 성북구 화랑로 152 
277,서울,성북구,장위1동 주민센터,2756,서울특별시 성북구 장위로 61 
278,서울,성북구,장위2동 주민센터,2773,서울특별시 성북구 화랑로 25길 29 
279,서울,성북구,장위3동 주민센터,2774,서울특별시 성북구 장위로 170 
280,서울,성북구,정릉1동 주민센터,2819,서울특별시 성북구 정릉로38마길 33 
281,서울,성북구,정릉2동 주민센터,2814,"서울특별시 성북구정릉로 242, 1층(아동청소년센터),  보국문로 21, 3층(태영빌딩)"
282,서울,성북구,정릉3동 주민센터,2708,서울특별시 성북구 솔샘로1길 6-3 
283,서울,성북구,정릉4동 주민센터,2702,서울특별시 성북구 보국문로 106-1 
284,서울,성북구,종암동 주민센터,2797,서울특별시 성북구 종암로 98-8 
285,서울,송파구,가락1동 주민센터,5698,서울특별시 송파구 양재대로 925 
286,서울,송파구,가락2동 주민센터,5822,서울특별시 송파구 중대로20길 6
287,서울,송파구,가락본동 주민센터,5717,서울특별시 송파구 송파대로28길 39
288,서울,송파구,거여1동 주민센터,5735,서울특별시 송파구 오금로53길 32
289,서울,송파구,거여2동 주민센터,5768,서울특별시 송파구 거마로2길 19(거여동)
290,서울,송파구,마천1동 주민센터,5757,서울특별시 송파구 마천로 303
291,서울,송파구,마천2동 주민센터,5756,서울특별시 송파구 마천로 287
292,서울,송파구,문정1동 주민센터,5804,서울특별시 송파구 동남로 116
293,서울,송파구,문정2동 주민센터,5834,서울특별시 송파구 중대로 16
294,서울,송파구,방이1동 주민센터,5640,서울특별시 송파구 위례성대로16길 22
295,서울,송파구,방이2동 주민센터,5545,"서울특별시 송파구 오금로11길 65, 리버리치 오피스텔 2층"
296,서울,송파구,삼전동 주민센터,5584,서울특별시 송파구 백제고분로 236
297,서울,송파구,석촌동 주민센터,5684,서울특별시 송파구 백제고분로37길 16
298,서울,송파구,송파1동 주민센터,5666,서울특별시 송파구 백제고분로 392
299,서울,송파구,송파2동 주민센터,5674,서울특별시 송파구 송이로 32
300,서울,송파구,오금동 주민센터,5661,서울특별시 송파구 오금로25길 5
301,서울,송파구,오륜동 주민센터,5649,서울특별시 송파구 양재대로 1232
302,서울,송파구,위례동 주민센터,5849,서울특별시 송파구 위례광장로 210
303,서울,송파구,잠실2동 주민센터,5502,서울특별시 송파구 올림픽로 159
304,서울,송파구,잠실3동 주민센터,5503,서울특별시 송파구 잠실로 51-31
305,서울,송파구,잠실4동 주민센터,5507,서울특별시 송파구 올림픽로35길 16
306,서울,송파구,잠실6동 주민센터,5504,서울특별시 송파구 올림픽로 35길120
307,서울,송파구,잠실7동 주민센터,5572,서울특별시 송파구 올림픽로4길 17
308,서울,송파구,잠실본동 주민센터,5568,서울특별시 송파구 백제고분로 145(잠실동)
309,서울,송파구,장지동 주민센터,5800,서울특별시 송파구 새말로19길 6
310,서울,송파구,풍납1동 주민센터,5511,서울특별시 송파구 천호대로152길 7
311,서울,송파구,풍납2동 주민센터,5537,서울특별시 송파구 토성로52
312,서울,양천구,목1동 주민센터,7992,서울특별시 양천구 목동서로 192
313,서울,양천구,목2동 주민센터,7972,서울특별시 양천구 목동중앙본로 120
314,서울,양천구,목3동 주민센터,7951,서울특별시 양천구 목동중앙남로16나길 55
315,서울,양천구,목4동 주민센터,7967,서울특별시 양천구 목동중앙로 25
316,서울,양천구,목5동 주민센터,7984,서울특별시 양천구 목동서로 41
317,서울,양천구,신월1동 주민센터,7920,서울특별시 양천구 곰달래로1길 38
318,서울,양천구,신월2동 주민센터,7936,서울특별시 양천구 중앙로53길 47
319,서울,양천구,신월3동 주민센터,7910,서울특별시 양천구 남부순환로54길 5
320,서울,양천구,신월4동 주민센터,7929,서울특별시 양천구 오목로5길 34
321,서울,양천구,신월5동 주민센터,7904,서울특별시 양천구 화곡로4길 10
322,서울,양천구,신월6동 주민센터,8067,서울특별시 양천구 남부순환로83길 53
323,서울,양천구,신월7동 주민센터,8033,서울특별시 양천구 지양로14길 17
324,서울,양천구,신정1동 주민센터,8085,서울특별시 양천구 중앙로32길 1
325,서울,양천구,신정2동 주민센터,8009,서울특별시 양천구 신목로14길 5
326,서울,양천구,신정3동 주민센터,8077,서울특별시 양천구 중앙로 209
327,서울,양천구,신정4동 주민센터,8020,서울특별시 양천구 오목로34길 5
328,서울,양천구,신정6동 주민센터,8094,서울특별시 양천구 목동서로 353
329,서울,양천구,신정7동 주민센터,8092,서울특별시 양천구 목동동로 37
330,서울,영등포구,당산1동 주민센터,7259,서울특별시 영등포구 양산로23길 11
331,서울,영등포구,당산2동 주민센터,7217,서울특별시 영등포구 당산로41가길 7
332,서울,영등포구,대림1동 주민센터,7428,서울특별시 영등포구 디지털로 441
333,서울,영등포구,대림2동 주민센터,7419,서울특별시 영등포구 대림로23길 25
