연번,시도,시군구,읍면동,우편번호,주소
742,대구,수성구,범어2동 행정복지센터,42026,"대구광역시 수성구 달구벌대로489안길 47, 4층 "
743,대구,수성구,범어3동 행정복지센터,42013,"대구광역시 수성구 상록로 42, 5층"
744,대구,수성구,범어4동 행정복지센터,42089,대구광역시 수성구 범어로20길 97
745,대구,수성구,상동 행정복지센터,42168,"대구광역시 수성구 들안로9길 56, 2층"
746,대구,수성구,수성1가동 행정복지센터,42127,"대구광역시 수성구 명덕로73길 7, 2층 "
747,대구,수성구,수성2·3가동 행정복지센터,42119,"대구광역시 수성구 명덕로 443-2, 2~3층"
748,대구,수성구,수성4가동 행정복지센터,42005,"대구광역시 수성구 들안로67길 64, 2층"
749,대구,수성구,중동 행정복지센터,42134,"대구광역시 수성구 수성로50길 38, 2층 "
750,대구,수성구,지산1동 행정복지센터,42196,"대구광역시 수성구 지범로21길 16, 2층 "
751,대구,수성구,지산2동 행정복지센터,42216,"대구광역시 수성구 용학로33길 9, 2층"
752,대구,수성구,파동 행정복지센터,42233,"대구광역시 수성구 파동로22길 7, 2층"
753,대구,수성구,황금1동 행정복지센터,42111,"대구광역시 수성구 청호로57길 10, 2층 "
754,대구,수성구,황금2동 행정복지센터,42144,"대구광역시 수성구 청솔로2길 64, 2층 "
755,대구,중구,남산1동 행정복지센터,41968,대구광역시 중구 2.28길 18-15
756,대구,중구,남산2동 행정복지센터,41966,대구광역시 중구 명륜로 27-1
757,대구,중구,남산3동 행정복지센터,41969,대구광역시 중구 남산로4길 70
758,대구,중구,남산4동 행정복지센터,41977,대구광역시 중구 남산로1길 42
759,대구,중구,대봉1동 행정복지센터,41951,대구광역시 중구 달구벌대로440길 27
760,대구,중구,대봉2동 행정복지센터,41955,대구광역시 중구 대봉로47길 31
761,대구,중구,대신동 행정복지센터,41929,대구광역시 중구 달구벌대로389길 50
762,대구,중구,동인동 행정복지센터,41946,대구광역시 중구 국채보상로142길 19-5
763,대구,중구,삼덕동 행정복지센터,41946,대구광역시 중구 달구벌대로447길 72-11
764,대구,중구,성내1동 행정복지센터,41942,대구광역시 중구 동성로2길 7
765,대구,중구,성내2동 행정복지센터,41934,대구광역시 중구 달구벌대로415길 48
766,대구,중구,성내3동 행정복지센터,41922,대구광역시 중구 달성로 111
767,대구,군위군,군위읍사무소,43114,대구광역시 군위군 군위읍 중앙길 134
768,대구,군위군,부계면사무소,43162,대구광역시 군위군 부계면 창평길 1-6
769,대구,군위군,산성면사무소,43158,대구광역시 군위군 산성면 산성가음로 668
770,대구,군위군,삼국유사면사무소,43155,대구광역시 군위군 삼국유사면 삼국유사로 448
771,대구,군위군,소보면사무소,43102,대구광역시 군위군 소보면 송백로 1415
772,대구,군위군,우보면사무소,43142,대구광역시 군위군 우보면 이화길 105
773,대구,군위군,의흥면사무소,43149,대구광역시 군위군 의흥면 읍내길 39
774,대구,군위군,효령면사무소,43129,대구광역시 군위군 효령면 치산효령로 2400
775,대구,달성군,논공읍 행정복지센터,42968,대구광역시 달성군 논공읍 비슬로 1779
776,대구,달성군,다사읍 행정복지센터,42916,대구광역시 달성군 다사읍 매곡로 7
777,대구,달성군,옥포읍 행정복지센터,42970,대구광역시 달성군 옥포읍 비슬로 2215
778,대구,달성군,유가읍 행정복지센터,43015,대구광역시 달성군 유가읍 테크노상업로 95
779,대구,달성군,현풍읍 행정복지센터,42998,대구광역시 달성군 현풍읍 비슬로134길 157
780,대구,달성군,화원읍 행정복지센터,42957,대구광역시 달성군 화원읍 화암로 10
781,대구,달성군,가창면 행정복지센터,42934,대구광역시 달성군 가창면 가창로 1100
782,대구,달성군,구지면 행정복지센터,43010,대구광역시 달성군 구지면 창리로11길 38
783,대구,달성군,하빈면 행정복지센터,42902,대구광역시 달성군 하빈면 하빈로84길 1
784,대전,대덕구,대화동 행정복지센터,34370,대전광역시 대덕구 동심5길 10
785,대전,대덕구,덕암동 행정복지센터,34331,대전광역시 대덕구 신탄진로681번길 10
786,대전,대덕구,목상동 행정복지센터,34322,대전광역시 대덕구 대덕대로1470번길 7
787,대전,대덕구,법1동 행정복지센터,34382,대전광역시 대덕구 계족로663번길 36
788,대전,대덕구,법2동 행정복지센터,34406,대전광역시 대덕구 동춘당로 187
789,대전,대덕구,비래동 행정복지센터,34418,대전광역시 대덕구 비래동로 10 3층
790,대전,대덕구,석봉동 행정복지센터,34304,대전광역시 대덕구 대덕대로 1579 1층
791,대전,대덕구,송촌동 행정복지센터,34401,대전광역시 대덕구 동춘당로94번길 11 4층
792,대전,대덕구,신탄진동 행정복지센터,34310,대전광역시 대덕구 신탄진로796번길 62 3층
793,대전,대덕구,오정동 행정복지센터,34438,대전광역시 대덕구 한밭대로972번길 92
794,대전,대덕구,중리동 행정복지센터,34395,대전광역시 대덕구 중리남로 47
795,대전,대덕구,회덕동 행정복지센터,34360,대전광역시 대덕구 대전광역시로 1376 2층
796,대전,동구,가양1동 행정복지센터,34575,대전광역시 동구 가양로 122
797,대전,동구,가양2동 행정복지센터,34532,대전광역시 동구 흥룡로 33
798,대전,동구,대동 행정복지센터,34610,대전광역시 동구 계족로 180
799,대전,동구,대청동 행정복지센터,34501,대전광역시 동구 옥천로 633
800,대전,동구,산내동 행정복지센터,34703,대전광역시 동구 산내로 1326
801,대전,동구,삼성동 행정복지센터,34570,대전광역시 동구 태전로 138-12
802,대전,동구,성남동 행정복지센터,34590,대전광역시 동구 계족로368번길 70
803,대전,동구,신인동 행정복지센터,34632,대전광역시 동구 충무로203번길 28-25
804,대전,동구,용운동 행정복지센터,34524,대전광역시 동구 새울로109번길 5
805,대전,동구,용전동 행정복지센터,34541,대전광역시 동구 계족로 515
806,대전,동구,자양동 행정복지센터,34645,대전광역시 동구 백룡로 16
807,대전,동구,중앙동 행정복지센터,34603,대전광역시 동구 대동천우안5길 24
808,대전,동구,판암1동 행정복지센터,34675,대전광역시 동구 동부로10번길 68
809,대전,동구,판암2동 행정복지센터,34665,대전광역시 동구 동부로 37
810,대전,동구,홍도동 행정복지센터,34555,대전광역시 동구 동산초교로34번길 56
811,대전,동구,효동 행정복지센터,34688,대전광역시 동구 대전로542번길 143
812,대전,서구,가수원동 행정복지센터,35385,대전광역시 서구 가수원로 105 (가수원동)
813,대전,서구,가장동 행정복지센터,35311,대전광역시 서구 도산로 282 (가장동)
814,대전,서구,갈마1동 행정복지센터,35276,대전광역시 서구 신갈마로 191 (갈마동)
815,대전,서구,갈마2동 행정복지센터,35272,대전광역시 서구 대덕대로 147 (갈마동)
816,대전,서구,관저1동 행정복지센터,35364,대전광역시 서구 관저북로 24 (관저동)
817,대전,서구,관저2동 행정복지센터,35378,대전광역시 서구 관저중로 82 (관저동)
818,대전,서구,괴정동 행정복지센터,35292,대전광역시 서구 가장로 57 (괴정동)
819,대전,서구,기성동 행정복지센터,35426,대전광역시 서구 흑석1길 16
820,대전,서구,내동 행정복지센터,35289,대전광역시 서구 도솔로 247 (내동)
821,대전,서구,도마1동 행정복지센터,35332,대전광역시 서구 도마3길 46
822,대전,서구,도마2동 행정복지센터,35340,대전광역시 서구 도림1길 14
823,대전,서구,도안동 행정복지센터,35354,대전광역시 서구 원도안로242번길 33 (도안동)
824,대전,서구,둔산1동 행정복지센터,35239,대전광역시 서구 둔산중로 65
825,대전,서구,둔산2동 행정복지센터,35238,대전광역시 서구 둔산서로 80
826,대전,서구,둔산3동 행정복지센터,35246,"대전광역시 서구 둔산북로 232-52, 대전광역시 서구 둔산로 220"
827,대전,서구,만년동 행정복지센터,35201,대전광역시 서구 만년로 19 (만년동)
828,대전,서구,변동 행정복지센터,35320,대전광역시 서구 동서대로1064번길 4
829,대전,서구,복수동 행정복지센터,35407,대전광역시 서구 복수동로 49
830,대전,서구,용문동 행정복지센터,35300,대전광역시 서구 계룡로 626-1
831,대전,서구,월평1동 행정복지센터,35226,대전광역시 서구 월평서로 13 (월평동)
832,대전,서구,월평2동 행정복지센터,35211,대전광역시 서구 갈마역로 145 (월평동)
833,대전,서구,월평3동 행정복지센터,35210,대전광역시 서구 청사로 27-9 (월평동)
834,대전,서구,정림동 행정복지센터,35396,대전광역시 서구 정림동로 10
835,대전,서구,탄방동 행정복지센터,35255,대전광역시 서구 탄방로7번길 97
836,대전,유성구,관평동 행정복지센터,34019,대전광역시 유성구 관평2로 42
837,대전,유성구,구즉동 행정복지센터,34006,대전광역시 유성구 구룡달전로 22
838,대전,유성구,노은1동 행정복지센터,34091,대전광역시 유성구 노은동로87번길 89
839,대전,유성구,노은2동 행정복지센터,34061,대전광역시 유성구 송림로19번길 35
840,대전,유성구,노은3동 행정복지센터,34073,대전광역시 유성구 지족동로 145
841,대전,유성구,상대동 행정복지센터,34198,대전광역시 유성구 월드컵대로316번길 28-7
842,대전,유성구,신성동 행정복지센터,34107,대전광역시 유성구 신성로 55
843,대전,유성구,온천1동 행정복지센터,34179,대전광역시 유성구 도안대로589번길 35
844,대전,유성구,온천2동 행정복지센터,34165,대전광역시 유성구 장대로 120
845,대전,유성구,원신흥동 행정복지센터,34190,대전광역시 유성구 봉명로 27-18
846,대전,유성구,전민동 행정복지센터,34048,대전광역시 유성구 유성대로 1719
847,대전,유성구,진잠동 행정복지센터,34228,대전광역시 유성구 원내로 5
848,대전,유성구,학하동 행정복지센터,34210,대전광역시 유성구 학하서로 190
849,대전,중구,대사동 행정복지센터,35043,대전광역시 중구 충무로74번길 14
850,대전,중구,대흥동 행정복지센터,34917,"대전광역시 중구 대흥로 109, 3층"
851,대전,중구,목동 행정복지센터,34816,대전광역시 중구 목중로39번길 39
852,대전,중구,문창동 행정복지센터,35029,대전광역시 중구 보문로20번길 38
853,대전,중구,문화1동 행정복지센터,34961,대전광역시 중구 문화로 195
854,대전,중구,문화2동 행정복지센터,35008,대전광역시 중구 당디로6번길 90
855,대전,중구,부사동 행정복지센터,35023,대전광역시 중구 보문로68번길 20
856,대전,중구,산성동 행정복지센터,34989,대전광역시 중구 대둔산로 403
857,대전,중구,석교동 행정복지센터,35049,대전광역시 중구 대종로 267
858,대전,중구,오류동 행정복지센터,34904,대전광역시 중구 오류로 56
859,대전,중구,용두동 행정복지센터,34857,대전광역시 중구 동서대로1322번길 111
860,대전,중구,유천1동 행정복지센터,34975,대전광역시 중구 계백로1566번길 57
861,대전,중구,유천2동 행정복지센터,34970,대전광역시 중구 문화로133번길 55
862,대전,중구,은행선화동 행정복지센터,34846,대전광역시 중구 보문로337번길 33
863,대전,중구,중촌동 행정복지센터,34812,대전광역시 중구 대종로 663-7
864,대전,중구,태평1동 행정복지센터,34882,대전광역시 중구 동서대로 1235번길 24-11
865,대전,중구,태평2동 행정복지센터,34885,대전광역시 중구 평촌로 51
866,인천,계양구,계산1동 행정복지센터,21054,인천광역시 계양구 향교로 24
867,인천,계양구,계산2동 행정복지센터,21040,인천광역시 계양구 주부토로 559
868,인천,계양구,계산3동 행정복지센터,21059,인천광역시 계양구 계산새로 7
869,인천,계양구,계산4동 행정복지센터,21071,인천광역시 계양구 용종로 12-8
870,인천,계양구,계양1동 행정복지센터,21007,인천광역시 계양구 장기서로 8(장기동)
871,인천,계양구,계양2동 행정복지센터,21034,인천광역시 계양구 장제로 853
872,인천,계양구,계양3동 행정복지센터,21018,인천광역시 계양구 양지로 31(동양동 607-2)
873,인천,계양구,작전1동 행정복지센터,21085,인천광역시 계양구 봉오대로 727
874,인천,계양구,작전2동 행정복지센터,21089,인천광역시 계양구 봉오대로677번길 23
875,인천,계양구,작전서운동 행정복지센터,21125,인천광역시 계양구 효서로 361
876,인천,계양구,효성1동 행정복지센터,21095,"인천광역시 계양구 봉오대로569번길 22 2,3층"
877,인천,계양구,효성2동 행정복지센터,21106,인천광역시 계양구 아나지로162(효성동)
878,인천,남동구,간석1동 행정복지센터,21551,인천광역시 남동구 구월로131번길 38 (간석동)
879,인천,남동구,간석2동 행정복지센터,21544,인천광역시 남동구 남동대로916번길 47(간석동)
880,인천,남동구,간석3동 행정복지센터,21511,인천광역시 남동구 용천로 186(간석동)
881,인천,남동구,간석4동 행정복지센터,21504,인천광역시 남동구 벽돌말로19번길 7 (간석동)
882,인천,남동구,구월1동 행정복지센터,21580,인천광역시 남동구 선수촌공원로 104(구월동)
883,인천,남동구,구월2동 행정복지센터,21561,인천광역시 남동구 남동구 구월로 208(구월동)
884,인천,남동구,구월3동 행정복지센터,21559,인천광역시 남동구 문화서로 84(구월동)
885,인천,남동구,구월4동 행정복지센터,21536,인천광역시 남동구 구월말로 7(구월동)
886,인천,남동구,남촌도림동 행정복지센터,21623,인천광역시 남동구 남촌동로 32(남촌동)
887,인천,남동구,논현1동 행정복지센터,21660,인천광역시 남동구 소래역로 115(논현동)
888,인천,남동구,논현2동 행정복지센터,21651,인천광역시 남동구 논현고잔로 248(논현동)
889,인천,남동구,논현고잔동 행정복지센터,21679,인천광역시 남동구 앵고개로 847번길 32(논현동)
890,인천,남동구,만수1동 행정복지센터,21540,인천광역시 남동구 인주대로 851(만수동)
891,인천,남동구,만수2동 행정복지센터,21524,인천광역시 남동구 만수서로 46(만수동)
892,인천,남동구,만수3동 행정복지센터,21518,인천광역시 남동구 서판로 11(만수동)
893,인천,남동구,만수4동 행정복지센터,21526,인천광역시 남동구 만수로50번길 39(만수동)
894,인천,남동구,만수5동 행정복지센터,21543,인천광역시 남동구 만경로28번길 3(만수동)
895,인천,남동구,만수6동 행정복지센터,21594,인천광역시 남동구 장승남로 47(만수동)
896,인천,남동구,서창2동 행정복지센터,21613,인천광역시 남동구 서창남순환로43(서창동)
897,인천,남동구,장수서창동 행정복지센터,21604,인천광역시 남동구 독곡로 28 (서창동)
898,인천,동구,금창동 행정복지센터,22564,인천광역시 동구 금곡로36번길 16
899,인천,동구,만석동 행정복지센터,22510,인천광역시 동구 석수로 96
900,인천,동구,송림1동 행정복지센터,22571,인천광역시 동구 새천년로 72
901,인천,동구,송림2동 행정복지센터,22543,인천광역시 동구 안송로6번길 5
902,인천,동구,송림3·5동 행정복지센터,22571,인천광역시 동구 새천년로 72
903,인천,동구,송림4동 행정복지센터,22570,인천광역시 동구 송림로162번길 10
904,인천,동구,송림6동 행정복지센터,22545,인천광역시 동구 샛골로162번길 56
905,인천,동구,송현1·2동 행정복지센터,22549,인천광역시 동구 송현로22번길 2
906,인천,동구,송현3동 행정복지센터,22533,인천광역시 동구 인중로 635-20
907,인천,동구,화수1·화평동 행정복지센터,22517,인천광역시 동구 화도로 41
908,인천,동구,화수2동 행정복지센터,22512,인천광역시 동구 화수안로 42
909,인천,미추홀구,관교동 행정복지센터,22241,인천광역시 미추홀구 인하로 452
910,인천,미추홀구,도화1동 행정복지센터,22139,인천광역시 미추홀구 경인로 295
911,인천,미추홀구,도화2·3동 행정복지센터,22101,인천광역시 미추홀구 장고개로 29-1
912,인천,미추홀구,문학동 행정복지센터,22235,인천광역시 미추홀구 소성로 339
913,인천,미추홀구,숭의1·3동 행정복지센터,22103,인천광역시 미추홀구 석정로92번길 21-17
914,인천,미추홀구,숭의2동 행정복지센터 ,22169,인천광역시 미추홀구 경인로34번길 20
915,인천,미추홀구,숭의4동 행정복지센터,22163,인천광역시 미추홀구 장천로93번길 19
916,인천,미추홀구,용현1·4동 행정복지센터,22182,인천광역시 미추홀구 인주대로 198
917,인천,미추홀구,용현2동 행정복지센터,22176,인천광역시 미추홀구 용마루로 56
918,인천,미추홀구,용현3동 행정복지센터,22179,인천광역시 미추홀구 인주대로 145
919,인천,미추홀구,용현5동 행정복지센터,22187,인천광역시 미추홀구 토금북로 60
920,인천,미추홀구,주안1동 행정복지센터,22136,인천광역시 미추홀구 주안서로53번길 22
921,인천,미추홀구,주안2동 행정복지센터,22156,인천광역시 미추홀구 남주길43번길 14-29
922,인천,미추홀구,주안3동 행정복지센터,22218,인천광역시 미추홀구 인하로 212
923,인천,미추홀구,주안4동 행정복지센터,22146,인천광역시 미추홀구 구월남로 5
924,인천,미추홀구,주안5동 행정복지센터,22124,인천광역시 미추홀구 석정로 461번길 21
925,인천,미추홀구,주안6동 행정복지센터,22143,인천광역시 미추홀구 경원대로864번길 59
926,인천,미추홀구,주안7동 행정복지센터,22215,인천광역시 미추홀구 인하로 265
927,인천,미추홀구,주안8동 행정복지센터,22228,인천광역시 미추홀구 인주대로470번길 24
928,인천,미추홀구,학익1동 행정복지센터,22225,인천광역시 미추홀구 매소홀로 380
929,인천,미추홀구,학익2동 행정복지센터,22218,인천광역시 미추홀구 한나루로 444
930,인천,부평구,갈산1동 행정복지센터,21330,인천광역시 부평구 주부토로 254(갈산동)
931,인천,부평구,갈산2동 행정복지센터,21335,인천광역시 부평구 주부토로 173(갈산동)
932,인천,부평구,부개1동 행정복지센터,21421,인천광역시 부평구 동수로162번길 11 (부개동)
933,인천,부평구,부개2동 행정복지센터,21398,인천광역시 부평구 동수천로 104(부개동)
934,인천,부평구,부개3동 행정복지센터,21351,인천광역시 부평구 길주남로 117(부개동)
935,인천,부평구,부평1동 행정복지센터,21387,인천부평구 부평문화로 37번길 1(부평동)
936,인천,부평구,부평2동 행정복지센터,21409,인천 부평구 부영로 23 (부평동)
937,인천,부평구,부평3동 행정복지센터,21405,"인천광역시 부평구 마장로 82, 2층(십정동)"
938,인천,부평구,부평4동 행정복지센터,21359,인천 부평구 주부토로 65(부평동)
939,인천,부평구,부평5동 행정복지센터,21353,인천 부평구 장제로 150 유진마젤란 주상복합 2층(부평동)
940,인천,부평구,부평6동 행정복지센터,21431,인천광역시 부평구 동수로 70(부평동)
941,인천,부평구,산곡1동 행정복지센터,21362,"인천광역시 부평구 마장로 320, 4층(산곡동, 한화프라자)"
942,인천,부평구,산곡2동 행정복지센터,21362,인천 부평구 안남로 255(산곡동)
943,인천,부평구,산곡3동 행정복지센터,21384,인천광역시 부평구 경원대로 1269-2(산곡동)
944,인천,부평구,산곡4동 행정복지센터,21377,인천 부평구 부흥로173번길 68(산곡동)
945,인천,부평구,삼산1동 행정복지센터,21319,인천광역시 부평구 부평북로 447(삼산동)
946,인천,부평구,삼산2동 행정복지센터,21327,인천 부평구 굴포로 137(삼산동)
947,인천,부평구,십정1동 행정복지센터,21451,"인천광역시 부평구 열우물로 103, 2층(십정동)"
948,인천,부평구,십정2동 행정복지센터,21436,인천광역시 부평구 동암산로33번길 6-7(십정동)
949,인천,부평구,일신동 행정복지센터,21418,인천광역시 부평구 경인로 1148번길 6(일신동)
950,인천,부평구,청천1동 행정복지센터,21303,인천 부평구 산청로 119(청천동)
951,인천,부평구,청천2동 행정복지센터,21312,인천광역시 부평구 마장로 410번길 5(청천동)
952,인천,서구,가정1동 행정복지센터,22775,인천광역시 서구 가정로406번길 25(가정동)
953,인천,서구,가정2동 행정복지센터,22715,인천광역시 서구 서곶로 100(가정동)
954,인천,서구,가정3동 행정복지센터,22799,인천광역시 서구 서달로179번길 12-16(가정동)
955,인천,서구,가좌1동 행정복지센터,22834,인천광역시 서구 가정로112번길 10(가좌동)
956,인천,서구,가좌2동 행정복지센터,22815,인천광역시 서구 장고개로309번길 4(가좌동)
957,인천,서구,가좌3동 행정복지센터,22817,인천광역시 서구 원적로57번길 4(가좌동)
958,인천,서구,가좌4동 행정복지센터,22821,인천광역시 서구 장고개로280번길 14(가좌동)
959,인천,서구,검단동 행정복지센터,22635,인천광역시 서구 검단로529번길 14(마전동)
960,인천,서구,검암경서동 행정복지센터,22696,인천광역시 서구 승학로 480(검암동)
961,인천,서구,당하동 행정복지센터,22677,인천광역시 서구 청마로167번길 19(당하동)
962,인천,서구,마전동 행정복지센터,22642,인천광역시 서구 완정로10번길 14(마전동)
963,인천,서구,불로대곡동 행정복지센터,22627,인천광역시 서구 검단로 814(불로동)
964,인천,서구,석남1동 행정복지센터,22784,"인천광역시 서구 가정로 288, 5층(석남동)"
965,인천,서구,석남2동 행정복지센터,22796,인천광역시 서구 거북로 116(석남동)
966,인천,서구,석남3동 행정복지센터,22802,인천광역시 서구 서달로 107(석남동)
967,인천,서구,신현원창동 행정복지센터,22781,인천광역시 서구 새오개로78번길 16(신현동)
968,인천,서구,아라1동 행정복지센터,22871,인천광역시 서구 이음2로 20
969,인천,서구,아라2동 행정복지센터,22865,"인천광역시 서구 바리미로 23, 4층(원당동, 솔보프라자)"
970,인천,서구,연희동 행정복지센터,22713,인천광역시 서구 간촌로 12(연희동)
971,인천,서구,오류왕길동 행정복지센터,22652,인천광역시 서구 봉화로 42(왕길동)
972,인천,서구,원당동 행정복지센터,22625,인천광역시 서구 고산로 24(원당동)
973,인천,서구,청라1동 행정복지센터,22738,인천광역시 서구 청라라임로 58(청라동)
974,인천,서구,청라2동 행정복지센터,22761,인천광역시 서구 청라커낼로 269(청라동)
975,인천,서구,청라3동 행정복지센터,22765,인천광역시 서구 청라한내로 89(청라동)
976,인천,연수구,동춘1동 행정복지센터,21966,인천광역시 연수구 먼우금로 117
977,인천,연수구,동춘2동 행정복지센터,21971,인천광역시 연수구 먼우금로 41
978,인천,연수구,동춘3동 행정복지센터,21974,인천광역시 연수구 원인재로 110
979,인천,연수구,선학동 행정복지센터,21938,인천광역시 연수구 선학로 54
980,인천,연수구,송도1동 행정복지센터,21996,인천광역시 연수구 하모니로35번길 8
981,인천,연수구,송도2동 행정복지센터,22001,인천광역시 연수구 신송로 248
982,인천,연수구,송도3동 행정복지센터,21987,인천광역시 연수구 송도교육로 63
983,인천,연수구,송도4동 행정복지센터,22009,인천광역시 연수구 컨벤시아대로252번길 79
984,인천,연수구,송도5동 행정복지센터,22019,인천광역시 연수구 센트럴로 418
985,인천,연수구,연수1동 행정복지센터,21922,인천광역시 연수구 함박뫼로 127
986,인천,연수구,연수2동 행정복지센터,21931,인천광역시 연수구 원인재로 158
987,인천,연수구,연수3동 행정복지센터,21936,인천광역시 연수구 원인재로 283
988,인천,연수구,옥련1동 행정복지센터,21954,인천광역시 연수구 비류대로186번길 14
989,인천,연수구,옥련2동 행정복지센터,21950,인천광역시 연수구 옥련로 82
990,인천,연수구,청학동 행정복지센터,21904,인천광역시 연수구 비류대로 287
991,인천,중구,개항동 행정복지센터,22312,인천광역시 중구 차이나타운로44번길 13-2
992,인천,중구,도원동 행정복지센터,22327,인천광역시 중구 도산로 21
993,인천,중구,동인천동 행정복지센터,22309,인천광역시 중구 참외전로72번길 25
994,인천,중구,신흥동 행정복지센터,22320,인천광역시 중구 제물량로80번길 3-14
995,인천,중구,신포동 행정복지센터,22322,인천광역시 중구 제물량로 168
996,인천,중구,연안동 행정복지센터,22348,인천광역시 중구 축항대로86번길 44
997,인천,중구,영종1동 행정복지센터,22401,인천광역시 중구 하늘달빛로 120
998,인천,중구,영종2동 행정복지센터,22392,인천광역시 중구 은하수로 160
999,인천,중구,영종동 행정복지센터,22372,인천광역시 중구 운남서로 100
1000,인천,중구,용유동 행정복지센터,22384,인천광역시 중구 마시란로 308-13
1001,인천,중구,운서1동 행정복지센터,22371,인천광역시 중구 흰바위로27번길 10
1002,인천,중구,운서2동 행정복지센터,22361,인천광역시 중구 영종대로 173
1003,인천,중구,율목동 행정복지센터,22319,인천광역시 중구 서해대로483번길 3
1004,인천,강화군,강화읍사무소,23032,인천광역시 강화군 강화읍 북문길9번길 14
1005,인천,강화군,교동면사무소,23002,인천광역시 강화군 교동면 교동동로 485-13
1006,인천,강화군,삼산면사무소,23005,인천광역시 강화군 삼산면 삼산북로 475
1007,인천,강화군,서도면사무소,23008,인천광역시 강화군 서도면 주문도1길 9
1008,인천,강화군,양사면사무소,23011,인천광역시 강화군 양사면 전망대로 1391
1009,인천,강화군,하점면사무소,23015,인천광역시 강화군 하점면 강화대로 1220
1010,인천,강화군,내가면사무소,23018,인천광역시 강화군 내가면 강화서로 249
1011,인천,강화군,송해면사무소,23019,인천광역시 강화군 송해면 전망대로 29
1012,인천,강화군,선원면사무소,23043,인천광역시 강화군 선원면 대문고개로 22
1013,인천,강화군,불은면사무소,23046,인천광역시 강화군 불은면 강화동로 562-3
1014,인천,강화군,길상면사무소,23050,인천광역시 강화군 길상면 마니산로 21
1015,인천,강화군,양도면사무소,23057,인천광역시 강화군 양도면 강화남로 708
1016,인천,강화군,화도면사무소,23060,인천광역시 강화군 화도면 마니산로 703-14
1017,인천,옹진군,백령면사무소,23101,인천광역시 옹진군 백령면 백령로 260
1018,인천,옹진군,대청면사무소,23105,인천광역시 옹진군 대청면 대청로19번길 7-8
1019,인천,옹진군,연평면사무소,23108,인천광역시 옹진군 연평면 연평로 200
1020,인천,옹진군,북도면사무소,23114,인천광역시 옹진군 북도면 시도로61번길 65-4
1021,인천,옹진군,영흥면사무소,23119,인천광역시 옹진군 영흥면 영흥로 283-31
1022,인천,옹진군,자월면사무소,23125,인천광역시 옹진군 자월면 자월서로 165
1023,인천,옹진군,덕적면사무소,23130,인천광역시 옹진군 덕적면 덕적남로 7
1024,광주,광산구,도산동 행정복지센터,62444,광주광역시 광산구 도산로 12
1025,광주,광산구,동곡동 행정복지센터,62461,광주광역시 광산구 동곡로 151-56
1026,광주,광산구,본량동 행정복지센터,62204,광주광역시 광산구 용진로 379
1027,광주,광산구,비아동 행정복지센터,62238,광주광역시 광산구 비아중앙로31번길 8-6
1028,광주,광산구,삼도동 행정복지센터,62406,광주광역시 광산구 오운로 433-1
1029,광주,광산구,송정1동 행정복지센터,62427,광주광역시 광산구 광산로 70
1030,광주,광산구,송정2동 행정복지센터,62435,광주광역시 광산구 광산로30번길 65
1031,광주,광산구,수완동 행정복지센터,62247,광주광역시 광산구 장덕로 158
1032,광주,광산구,신가동 행정복지센터,62302,광주광역시 광산구 목련로382번안길 36-1
1033,광주,광산구,신창동 행정복지센터,62251,광주광역시 광산구 왕버들로 291
1034,광주,광산구,신흥동 행정복지센터,62380,광주광역시 광산구 신흥동안길 9
1035,광주,광산구,어룡동 행정복지센터,62391,광주광역시 광산구 선운중앙로67번길 6
1036,광주,광산구,우산동 행정복지센터,62363,광주광역시 광산구 무진대로 246-12
1037,광주,광산구,운남동 행정복지센터,62317,광주광역시 광산구 목련로217번길 10
1038,광주,광산구,월곡1동 행정복지센터,62347,광주광역시 광산구 사암로 306
1039,광주,광산구,월곡2동 행정복지센터,62333,광주광역시 광산구 산정공원로72번길 21-12
1040,광주,광산구,임곡동 행정복지센터,62201,광주광역시 광산구 고봉로 788
1041,광주,광산구,첨단1동 행정복지센터,62274,광주광역시 광산구 첨단중앙로 160
1042,광주,광산구,첨단2동 행정복지센터,62276,광주광역시 광산구 첨단중앙로124번길 24
1043,광주,광산구,평동 행정복지센터,62420,광주광역시 광산구 평동로 790
1044,광주,광산구,하남동 행정복지센터,62336,광주광역시 광산구 하남대로54번길 15
1045,광주,남구,대촌동 행정복지센터,61751,광주광역시 남구 포충로591-1
1046,광주,남구,방림1동 행정복지센터,61666,광주광역시 남구 오방로 101-2
1047,광주,남구,방림2동 행정복지센터,61677,광주광역시 남구 천변좌로 566번다길 12
1048,광주,남구,백운1동 행정복지센터,61648,광주광역시 남구 독립로54번길 20 백운1동주민센터
1049,광주,남구,백운2동 행정복지센터,61657,광주광역시 남구 진다리로6번길 9(백운동)
1050,광주,남구,봉선1동 행정복지센터,61691,광주광역시 남구 봉선로51번길 21(봉선동)
1051,광주,남구,봉선2동 행정복지센터,61686,광주광역시 남구 봉선로 189
1052,광주,남구,사직동 행정복지센터,61636,광주광역시 남구 중앙로95번길 14
1053,광주,남구,송암동 행정복지센터,61740,"광주광역시 남구 송암로66, 2층"
1054,광주,남구,양림동 행정복지센터,61662,광주광역시 남구 백서로 94 양림커뮤니티센터 지하1층
1055,광주,남구,월산4동 행정복지센터,61617,광주광역시 남구 대남대로390번길 11 (월산동)
1056,광주,남구,월산5동 행정복지센터,61613,광주광역시 남구 군분로82번길 14
1057,광주,남구,월산동 행정복지센터,61631,광주광역시 남구 덕림2길 3
