기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,전체_점포_수,일반_점포_수,프랜차이즈_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수
20261,11260655,망우본동,CS200010,변호사사무소,1,1,0,0,0,0,0
20261,11260655,망우본동,CS200009,동물병원,3,3,0,0,0,0,0
20261,11260655,망우본동,CS200008,한의원,14,14,0,0,0,0,0
20261,11260655,망우본동,CS200007,치과의원,24,24,0,0,0,0,0
20261,11260655,망우본동,CS200006,일반의원,45,45,0,0,0,0,0
20261,11260655,망우본동,CS200005,스포츠 강습,31,30,1,0,0,0,0
20261,11260655,망우본동,CS200003,예술학원,29,27,2,7,2,0,0
20261,11260655,망우본동,CS200002,외국어학원,6,6,0,0,0,0,0
20261,11260655,망우본동,CS200001,일반교습학원,79,65,14,3,2,0,0
20261,11260655,망우본동,CS100010,커피-음료,86,61,25,2,2,8,7
20261,11260655,망우본동,CS100009,호프-간이주점,82,72,10,1,1,7,6
20261,11260655,망우본동,CS100008,분식전문점,45,30,15,7,3,4,2
20261,11260655,망우본동,CS100007,치킨전문점,20,4,16,0,0,0,0
20261,11260655,망우본동,CS100006,패스트푸드점,21,6,15,0,0,5,1
20261,11260655,망우본동,CS100005,제과점,35,27,8,0,0,6,2
20261,11260655,망우본동,CS100004,양식음식점,15,14,1,7,1,0,0
20261,11260655,망우본동,CS100003,일식음식점,17,16,1,0,0,0,0
20261,11260655,망우본동,CS100002,중식음식점,15,12,3,0,0,0,0
20261,11260655,망우본동,CS100001,한식음식점,264,234,30,4,10,4,10
20261,11260630,묵2동,CS300043,전자상거래업,35,35,0,0,0,11,4
20261,11260630,묵2동,CS300042,주유소,1,1,0,0,0,0,0
20261,11260630,묵2동,CS300041,예술품,1,1,0,0,0,0,0
20261,11260630,묵2동,CS300040,재생용품 판매점,4,4,0,0,0,0,0
20261,11260630,묵2동,CS300039,모터사이클및부품,1,1,0,0,0,0,0
20261,11260630,묵2동,CS300038,자동차부품,9,9,0,0,0,0,0
20261,11260630,묵2동,CS300037,중고차판매,1,1,0,0,0,0,0
20261,11260630,묵2동,CS300036,조명용품,12,12,0,0,0,0,0
20261,11260630,묵2동,CS300035,인테리어,10,10,0,0,0,0,0
20261,11260630,묵2동,CS300034,악기,3,3,0,0,0,0,0
20261,11260630,묵2동,CS300033,철물점,9,9,0,0,0,0,0
20261,11260630,묵2동,CS300032,가전제품,5,5,0,0,0,0,0
20261,11260630,묵2동,CS300031,가구,4,4,0,25,1,0,0
20261,11260630,묵2동,CS300029,애완동물,6,6,0,0,0,33,2
20261,11260630,묵2동,CS300028,화초,10,10,0,0,0,0,0
20261,11260630,묵2동,CS300027,섬유제품,8,8,0,0,0,13,1
20261,11260630,묵2동,CS300025,자전거 및 기타운송장비,3,3,0,0,0,0,0
20261,11260630,묵2동,CS300024,운동/경기용품,1,1,0,0,0,0,0
20261,11260630,묵2동,CS300023,미용재료,3,3,0,0,0,0,0
20261,11260630,묵2동,CS300022,화장품,17,17,0,0,0,0,0
20261,11260630,묵2동,CS300021,문구,5,5,0,0,0,20,1
20261,11260630,묵2동,CS300020,서적,2,2,0,50,1,50,1
20261,11260630,묵2동,CS300019,의료기기,8,8,0,0,0,0,0
20261,11260630,묵2동,CS300018,의약품,13,11,2,0,0,0,0
20261,11260630,묵2동,CS300017,시계및귀금속,3,3,0,0,0,0,0
20261,11260630,묵2동,CS300016,안경,4,4,0,0,0,0,0
20261,11260630,묵2동,CS300015,가방,4,4,0,0,0,0,0
20261,11260630,묵2동,CS300014,신발,3,3,0,0,0,0,0
20261,11260630,묵2동,CS300011,일반의류,34,34,0,3,1,6,2
20261,11260630,묵2동,CS300010,반찬가게,13,13,0,8,1,0,0
20261,11260630,묵2동,CS300009,청과상,6,6,0,0,0,17,1
20261,11260630,묵2동,CS300008,수산물판매,3,3,0,0,0,0,0
20261,11260630,묵2동,CS300007,육류판매,16,16,0,6,1,0,0
20261,11260630,묵2동,CS300006,미곡판매,4,4,0,0,0,0,0
20261,11260630,묵2동,CS300005,주류도매,1,1,0,0,0,0,0
20261,11260630,묵2동,CS300004,핸드폰,12,12,0,0,0,0,0
20261,11260630,묵2동,CS300003,컴퓨터및주변장치판매,14,14,0,0,0,0,0
20261,11260630,묵2동,CS300002,편의점,8,1,7,0,0,0,0
20261,11260630,묵2동,CS300001,슈퍼마켓,29,20,9,3,1,0,0
20261,11260630,묵2동,CS200047,가정용품임대,4,4,0,0,0,0,0
20261,11260630,묵2동,CS200044,여행사,7,7,0,0,0,0,0
20261,11260630,묵2동,CS200043,건축물청소,14,14,0,0,0,0,0
20261,11260630,묵2동,CS200042,통번역서비스,1,1,0,0,0,0,0
20261,11260630,묵2동,CS200041,사진관,11,11,0,0,0,0,0
20261,11260630,묵2동,CS200040,녹음실,1,1,0,0,0,0,0
20261,11260630,묵2동,CS200039,DVD방,4,4,0,50,2,25,1
20261,11260630,묵2동,CS200038,독서실,8,8,0,0,0,13,1
20261,11260630,묵2동,CS200037,노래방,18,18,0,0,0,0,0
20261,11260630,묵2동,CS200034,여관,3,3,0,0,0,0,0
20261,11260630,묵2동,CS200033,부동산중개업,51,51,0,0,0,4,2
20261,11260630,묵2동,CS200032,가전제품수리,18,18,0,11,2,6,1
20261,11260630,묵2동,CS200031,세탁소,18,16,2,6,1,0,0
20261,11260630,묵2동,CS200030,피부관리실,20,20,0,0,0,0,0
20261,11260630,묵2동,CS200029,네일숍,11,11,0,0,0,0,0
20261,11260630,묵2동,CS200028,미용실,51,50,1,0,0,2,1
20261,11260630,묵2동,CS200027,모터사이클수리,1,1,0,0,0,0,0
20261,11260630,묵2동,CS200026,자동차미용,1,1,0,0,0,0,0
20261,11260630,묵2동,CS200025,자동차수리,18,18,0,0,0,0,0
20261,11260630,묵2동,CS200024,스포츠클럽,8,8,0,0,0,0,0
20261,11260630,묵2동,CS200022,복권방,2,2,0,0,0,0,0
20261,11260630,묵2동,CS200021,기타오락장,1,1,0,0,0,0,0
20261,11260630,묵2동,CS200020,전자게임장,2,2,0,0,0,0,0
20261,11260630,묵2동,CS200019,PC방,5,5,0,0,0,0,0
20261,11260630,묵2동,CS200016,당구장,13,13,0,0,0,0,0
20261,11260630,묵2동,CS200015,세무사사무소,1,1,0,0,0,0,0
20261,11260630,묵2동,CS200009,동물병원,2,2,0,0,0,0,0
20261,11260630,묵2동,CS200008,한의원,6,6,0,0,0,0,0
20261,11260630,묵2동,CS200007,치과의원,5,5,0,20,1,20,1
20261,11260630,묵2동,CS200006,일반의원,15,15,0,0,0,0,0
20261,11260630,묵2동,CS200005,스포츠 강습,11,11,0,0,0,0,0
20261,11260630,묵2동,CS200003,예술학원,10,10,0,0,0,10,1
20261,11260630,묵2동,CS200002,외국어학원,3,3,0,0,0,0,0
20261,11260630,묵2동,CS200001,일반교습학원,23,22,1,0,0,9,2
20261,11260630,묵2동,CS100010,커피-음료,34,28,6,0,0,3,1
20261,11260630,묵2동,CS100009,호프-간이주점,51,45,6,4,2,6,3
20261,11260630,묵2동,CS100008,분식전문점,17,15,2,0,0,12,2
20261,11260630,묵2동,CS100007,치킨전문점,16,4,12,6,1,0,0
20261,11260630,묵2동,CS100006,패스트푸드점,5,2,3,40,2,0,0
20261,11260630,묵2동,CS100005,제과점,7,6,1,0,0,0,0
20261,11260630,묵2동,CS100004,양식음식점,5,4,1,0,0,0,0
20261,11260630,묵2동,CS100003,일식음식점,6,4,2,17,1,0,0
20261,11260630,묵2동,CS100002,중식음식점,7,6,1,0,0,0,0
20261,11260630,묵2동,CS100001,한식음식점,112,103,9,3,3,4,4
20261,11260620,묵1동,CS300043,전자상거래업,57,57,0,0,0,16,9
20261,11260620,묵1동,CS300041,예술품,1,1,0,0,0,0,0
20261,11260620,묵1동,CS300040,재생용품 판매점,4,4,0,0,0,0,0
20261,11260620,묵1동,CS300039,모터사이클및부품,2,2,0,0,0,0,0
20261,11260620,묵1동,CS300038,자동차부품,7,7,0,0,0,0,0
20261,11260620,묵1동,CS300036,조명용품,12,12,0,0,0,8,1
20261,11260620,묵1동,CS300035,인테리어,6,6,0,0,0,0,0
20261,11260620,묵1동,CS300033,철물점,5,5,0,0,0,0,0
20261,11260620,묵1동,CS300032,가전제품,7,7,0,0,0,0,0
20261,11260620,묵1동,CS300031,가구,9,9,0,0,0,0,0
20261,11260620,묵1동,CS300029,애완동물,6,5,1,0,0,0,0
20261,11260620,묵1동,CS300028,화초,11,11,0,0,0,18,2
20261,11260620,묵1동,CS300027,섬유제품,6,6,0,17,1,0,0
20261,11260620,묵1동,CS300026,완구,1,1,0,0,0,0,0
20261,11260620,묵1동,CS300025,자전거 및 기타운송장비,1,1,0,0,0,0,0
20261,11260620,묵1동,CS300024,운동/경기용품,7,7,0,0,0,0,0
20261,11260620,묵1동,CS300022,화장품,19,19,0,5,1,5,1
20261,11260620,묵1동,CS300021,문구,7,7,0,0,0,0,0
20261,11260620,묵1동,CS300020,서적,11,10,1,0,0,0,0
20261,11260620,묵1동,CS300019,의료기기,5,5,0,0,0,0,0
20261,11260620,묵1동,CS300018,의약품,20,17,3,0,0,0,0
20261,11260620,묵1동,CS300017,시계및귀금속,4,4,0,0,0,25,1
20261,11260620,묵1동,CS300016,안경,6,4,2,0,0,0,0
20261,11260620,묵1동,CS300015,가방,2,2,0,0,0,0,0
20261,11260620,묵1동,CS300014,신발,4,4,0,0,0,25,1
20261,11260620,묵1동,CS300013,유아의류,1,1,0,0,0,0,0
20261,11260620,묵1동,CS300011,일반의류,34,34,0,3,1,3,1
20261,11260620,묵1동,CS300010,반찬가게,17,17,0,12,2,6,1
20261,11260620,묵1동,CS300009,청과상,15,15,0,0,0,7,1
20261,11260620,묵1동,CS300008,수산물판매,6,6,0,0,0,0,0
20261,11260620,묵1동,CS300007,육류판매,9,9,0,0,0,22,2
20261,11260620,묵1동,CS300006,미곡판매,2,2,0,0,0,0,0
20261,11260620,묵1동,CS300004,핸드폰,16,16,0,0,0,6,1
20261,11260620,묵1동,CS300003,컴퓨터및주변장치판매,8,8,0,0,0,0,0
20261,11260620,묵1동,CS300002,편의점,21,5,16,14,3,0,0
20261,11260620,묵1동,CS300001,슈퍼마켓,31,22,9,0,0,3,1
20261,11260620,묵1동,CS200047,가정용품임대,1,1,0,0,0,0,0
20261,11260620,묵1동,CS200046,의류임대,2,2,0,0,0,0,0
20261,11260620,묵1동,CS200045,비디오/서적임대,1,0,1,0,0,0,0
20261,11260620,묵1동,CS200044,여행사,7,7,0,0,0,0,0
20261,11260620,묵1동,CS200043,건축물청소,24,24,0,0,0,0,0
20261,11260620,묵1동,CS200042,통번역서비스,3,3,0,0,0,33,1
20261,11260620,묵1동,CS200041,사진관,11,11,0,0,0,9,1
20261,11260620,묵1동,CS200039,DVD방,2,2,0,0,0,0,0
20261,11260620,묵1동,CS200038,독서실,14,9,5,14,2,7,1
20261,11260620,묵1동,CS200037,노래방,20,20,0,10,2,5,1
20261,11260620,묵1동,CS200034,여관,4,4,0,0,0,0,0
20261,11260620,묵1동,CS200033,부동산중개업,77,77,0,0,0,0,0
20261,11260620,묵1동,CS200032,가전제품수리,10,10,0,10,1,10,1
20261,11260620,묵1동,CS200031,세탁소,19,14,5,0,0,0,0
20261,11260620,묵1동,CS200030,피부관리실,20,20,0,10,2,0,0
20261,11260620,묵1동,CS200029,네일숍,8,8,0,0,0,0,0
20261,11260620,묵1동,CS200028,미용실,61,59,2,0,0,0,0
20261,11260620,묵1동,CS200027,모터사이클수리,2,2,0,0,0,0,0
20261,11260620,묵1동,CS200026,자동차미용,4,4,0,0,0,0,0
20261,11260620,묵1동,CS200025,자동차수리,10,9,1,0,0,0,0
20261,11260620,묵1동,CS200024,스포츠클럽,12,12,0,0,0,8,1
20261,11260620,묵1동,CS200022,복권방,4,4,0,0,0,0,0
20261,11260620,묵1동,CS200021,기타오락장,4,4,0,0,0,0,0
20261,11260620,묵1동,CS200020,전자게임장,1,1,0,0,0,0,0
20261,11260620,묵1동,CS200019,PC방,4,4,0,0,0,0,0
20261,11260620,묵1동,CS200017,골프연습장,8,8,0,38,3,0,0
20261,11260620,묵1동,CS200016,당구장,6,6,0,17,1,0,0
20261,11260620,묵1동,CS200015,세무사사무소,4,4,0,0,0,0,0
20261,11260620,묵1동,CS200014,회계사사무소,1,1,0,0,0,0,0
20261,11260620,묵1동,CS200013,기타법무서비스,3,3,0,0,0,0,0
20261,11260620,묵1동,CS200012,법무사사무소,1,1,0,0,0,0,0
20261,11260620,묵1동,CS200009,동물병원,1,1,0,0,0,0,0
20261,11260620,묵1동,CS200008,한의원,7,7,0,0,0,0,0
20261,11260620,묵1동,CS200007,치과의원,11,11,0,0,0,0,0
20261,11260620,묵1동,CS200006,일반의원,17,17,0,6,1,0,0
20261,11260620,묵1동,CS200005,스포츠 강습,15,15,0,7,1,0,0
20261,11260620,묵1동,CS200003,예술학원,24,23,1,8,2,4,1
20261,11260620,묵1동,CS200002,외국어학원,7,7,0,43,3,0,0
20261,11260620,묵1동,CS200001,일반교습학원,69,67,2,1,1,1,1
20261,11260620,묵1동,CS100010,커피-음료,42,29,13,0,0,5,2
20261,11260620,묵1동,CS100009,호프-간이주점,27,25,2,0,0,4,1
20261,11260620,묵1동,CS100008,분식전문점,25,17,8,0,0,0,0
20261,11260620,묵1동,CS100007,치킨전문점,13,2,11,0,0,0,0
20261,11260620,묵1동,CS100006,패스트푸드점,15,6,9,7,1,0,0
20261,11260620,묵1동,CS100005,제과점,16,12,4,0,0,0,0
20261,11260620,묵1동,CS100004,양식음식점,5,5,0,0,0,0,0
20261,11260620,묵1동,CS100003,일식음식점,9,9,0,0,0,22,2
20261,11260620,묵1동,CS100002,중식음식점,8,6,2,0,0,0,0
20261,11260620,묵1동,CS100001,한식음식점,102,85,17,3,3,8,8
20261,11260610,중화2동,CS300043,전자상거래업,40,40,0,0,0,8,3
20261,11260610,중화2동,CS300042,주유소,3,3,0,0,0,0,0
20261,11260610,중화2동,CS300040,재생용품 판매점,4,4,0,0,0,0,0
20261,11260610,중화2동,CS300039,모터사이클및부품,3,3,0,0,0,0,0
20261,11260610,중화2동,CS300038,자동차부품,9,9,0,0,0,0,0
20261,11260610,중화2동,CS300036,조명용품,14,14,0,0,0,0,0
20261,11260610,중화2동,CS300035,인테리어,17,17,0,0,0,0,0
20261,11260610,중화2동,CS300034,악기,3,3,0,0,0,0,0
20261,11260610,중화2동,CS300033,철물점,12,12,0,8,1,0,0
20261,11260610,중화2동,CS300032,가전제품,5,5,0,0,0,0,0
20261,11260610,중화2동,CS300031,가구,8,8,0,0,0,0,0
20261,11260610,중화2동,CS300029,애완동물,9,7,2,0,0,0,0
20261,11260610,중화2동,CS300028,화초,7,7,0,0,0,0,0
20261,11260610,중화2동,CS300027,섬유제품,9,9,0,0,0,0,0
20261,11260610,중화2동,CS300026,완구,1,1,0,0,0,0,0
20261,11260610,중화2동,CS300025,자전거 및 기타운송장비,5,5,0,0,0,0,0
20261,11260610,중화2동,CS300024,운동/경기용품,14,14,0,7,1,0,0
20261,11260610,중화2동,CS300022,화장품,10,10,0,0,0,10,1
20261,11260610,중화2동,CS300021,문구,8,7,1,0,0,0,0
20261,11260610,중화2동,CS300020,서적,11,11,0,0,0,0,0
20261,11260610,중화2동,CS300019,의료기기,2,2,0,0,0,0,0
20261,11260610,중화2동,CS300018,의약품,20,20,0,0,0,0,0
20261,11260610,중화2동,CS300017,시계및귀금속,3,3,0,0,0,0,0
20261,11260610,중화2동,CS300016,안경,11,11,0,0,0,0,0
20261,11260610,중화2동,CS300015,가방,5,5,0,0,0,0,0
20261,11260610,중화2동,CS300014,신발,5,5,0,0,0,0,0
20261,11260610,중화2동,CS300013,유아의류,3,3,0,0,0,0,0
20261,11260610,중화2동,CS300012,한복점,1,1,0,100,1,0,0
20261,11260610,중화2동,CS300011,일반의류,69,69,0,1,1,4,3
20261,11260610,중화2동,CS300010,반찬가게,28,28,0,4,1,0,0
20261,11260610,중화2동,CS300009,청과상,23,23,0,9,2,0,0
20261,11260610,중화2동,CS300008,수산물판매,12,12,0,0,0,8,1
20261,11260610,중화2동,CS300007,육류판매,22,22,0,0,0,0,0
20261,11260610,중화2동,CS300006,미곡판매,7,7,0,0,0,0,0
20261,11260610,중화2동,CS300005,주류도매,2,2,0,0,0,0,0
20261,11260610,중화2동,CS300004,핸드폰,28,28,0,0,0,4,1
20261,11260610,중화2동,CS300003,컴퓨터및주변장치판매,10,10,0,0,0,0,0
20261,11260610,중화2동,CS300002,편의점,17,3,14,0,0,0,0
20261,11260610,중화2동,CS300001,슈퍼마켓,28,19,9,0,0,11,3
20261,11260610,중화2동,CS200047,가정용품임대,1,1,0,0,0,0,0
20261,11260610,중화2동,CS200045,비디오/서적임대,0,0,0,0,0,0,1
20261,11260610,중화2동,CS200044,여행사,1,1,0,0,0,0,0
20261,11260610,중화2동,CS200043,건축물청소,28,27,1,0,0,0,0
20261,11260610,중화2동,CS200042,통번역서비스,1,1,0,0,0,0,0
20261,11260610,중화2동,CS200041,사진관,12,12,0,0,0,0,0
20261,11260610,중화2동,CS200038,독서실,2,2,0,0,0,0,0
20261,11260610,중화2동,CS200037,노래방,38,38,0,3,1,3,1
20261,11260610,중화2동,CS200034,여관,8,8,0,0,0,0,0
20261,11260610,중화2동,CS200033,부동산중개업,46,46,0,0,0,2,1
20261,11260610,중화2동,CS200032,가전제품수리,16,16,0,6,1,0,0
20261,11260610,중화2동,CS200031,세탁소,15,14,1,0,0,0,0
20261,11260610,중화2동,CS200030,피부관리실,23,23,0,4,1,0,0
20261,11260610,중화2동,CS200029,네일숍,5,5,0,0,0,0,0
20261,11260610,중화2동,CS200028,미용실,56,53,3,2,1,0,0
20261,11260610,중화2동,CS200027,모터사이클수리,6,6,0,0,0,0,0
20261,11260610,중화2동,CS200026,자동차미용,7,6,1,0,0,0,0
20261,11260610,중화2동,CS200025,자동차수리,14,14,0,0,0,0,0
20261,11260610,중화2동,CS200024,스포츠클럽,6,6,0,0,0,0,0
20261,11260610,중화2동,CS200022,복권방,4,4,0,0,0,0,0
20261,11260610,중화2동,CS200021,기타오락장,6,6,0,0,0,0,0
20261,11260610,중화2동,CS200019,PC방,5,5,0,0,0,0,0
20261,11260610,중화2동,CS200017,골프연습장,1,1,0,0,0,0,0
20261,11260610,중화2동,CS200016,당구장,12,12,0,0,0,17,2
20261,11260610,중화2동,CS200015,세무사사무소,8,8,0,0,0,0,0
20261,11260610,중화2동,CS200012,법무사사무소,2,2,0,0,0,0,0
20261,11260610,중화2동,CS200010,변호사사무소,1,1,0,0,0,0,0
20261,11260610,중화2동,CS200009,동물병원,6,6,0,0,0,0,0
20261,11260610,중화2동,CS200008,한의원,9,9,0,0,0,0,0
20261,11260610,중화2동,CS200007,치과의원,11,11,0,0,0,0,0
20261,11260610,중화2동,CS200006,일반의원,22,22,0,5,1,0,0
20261,11260610,중화2동,CS200005,스포츠 강습,8,8,0,0,0,0,0
20261,11260610,중화2동,CS200003,예술학원,10,10,0,0,0,0,0
20261,11260610,중화2동,CS200001,일반교습학원,21,20,1,5,1,0,0
20261,11260610,중화2동,CS100010,커피-음료,43,31,12,9,4,9,4
20261,11260610,중화2동,CS100009,호프-간이주점,54,49,5,0,0,6,3
20261,11260610,중화2동,CS100008,분식전문점,30,22,8,13,4,0,0
20261,11260610,중화2동,CS100007,치킨전문점,23,10,13,0,0,4,1
20261,11260610,중화2동,CS100006,패스트푸드점,14,6,8,0,0,0,0
20261,11260610,중화2동,CS100005,제과점,9,7,2,0,0,11,1
20261,11260610,중화2동,CS100004,양식음식점,2,1,1,0,0,0,0
20261,11260610,중화2동,CS100003,일식음식점,8,5,3,0,0,0,0
20261,11260610,중화2동,CS100002,중식음식점,12,12,0,0,0,0,0
20261,11260610,중화2동,CS100001,한식음식점,200,188,12,2,4,2,3
20261,11260600,중화1동,CS300043,전자상거래업,31,31,0,0,0,7,2
20261,11260600,중화1동,CS300041,예술품,2,2,0,0,0,0,0
20261,11260600,중화1동,CS300039,모터사이클및부품,1,1,0,0,0,0,0
20261,11260600,중화1동,CS300038,자동차부품,6,6,0,0,0,0,0
20261,11260600,중화1동,CS300037,중고차판매,1,1,0,0,0,0,0
20261,11260600,중화1동,CS300036,조명용품,9,9,0,0,0,0,0
20261,11260600,중화1동,CS300035,인테리어,7,7,0,0,0,0,0
20261,11260600,중화1동,CS300033,철물점,3,3,0,0,0,0,0
20261,11260600,중화1동,CS300032,가전제품,2,2,0,0,0,0,0
20261,11260600,중화1동,CS300031,가구,3,3,0,0,0,0,0
20261,11260600,중화1동,CS300029,애완동물,2,2,0,0,0,0,0
20261,11260600,중화1동,CS300028,화초,2,2,0,0,0,0,0
20261,11260600,중화1동,CS300027,섬유제품,4,4,0,0,0,0,0
20261,11260600,중화1동,CS300026,완구,1,1,0,0,0,0,0
20261,11260600,중화1동,CS300025,자전거 및 기타운송장비,4,4,0,0,0,0,0
20261,11260600,중화1동,CS300024,운동/경기용품,2,2,0,0,0,0,0
20261,11260600,중화1동,CS300023,미용재료,1,1,0,0,0,0,0
20261,11260600,중화1동,CS300022,화장품,17,17,0,0,0,0,0
20261,11260600,중화1동,CS300021,문구,9,9,0,0,0,0,0
20261,11260600,중화1동,CS300020,서적,9,9,0,11,1,0,0
20261,11260600,중화1동,CS300019,의료기기,3,3,0,0,0,0,0
20261,11260600,중화1동,CS300018,의약품,9,9,0,0,0,0,0
20261,11260600,중화1동,CS300017,시계및귀금속,3,3,0,0,0,0,0
20261,11260600,중화1동,CS300016,안경,4,3,1,25,1,0,0
20261,11260600,중화1동,CS300015,가방,1,1,0,0,0,0,0
20261,11260600,중화1동,CS300014,신발,3,3,0,0,0,0,0
20261,11260600,중화1동,CS300013,유아의류,1,1,0,0,0,0,0
20261,11260600,중화1동,CS300012,한복점,2,2,0,0,0,0,0
20261,11260600,중화1동,CS300011,일반의류,22,22,0,5,1,0,0
20261,11260600,중화1동,CS300010,반찬가게,10,10,0,0,0,0,0
20261,11260600,중화1동,CS300009,청과상,7,7,0,0,0,0,0
20261,11260600,중화1동,CS300008,수산물판매,5,5,0,0,0,0,0
20261,11260600,중화1동,CS300007,육류판매,10,10,0,0,0,0,0
20261,11260600,중화1동,CS300006,미곡판매,3,3,0,0,0,0,0
20261,11260600,중화1동,CS300004,핸드폰,11,11,0,0,0,0,0
20261,11260600,중화1동,CS300003,컴퓨터및주변장치판매,8,8,0,0,0,0,0
20261,11260600,중화1동,CS300002,편의점,22,4,18,0,0,0,0
20261,11260600,중화1동,CS300001,슈퍼마켓,19,15,4,0,0,5,1
20261,11260600,중화1동,CS200047,가정용품임대,1,1,0,0,0,0,0
20261,11260600,중화1동,CS200044,여행사,2,2,0,0,0,0,0
20261,11260600,중화1동,CS200043,건축물청소,9,9,0,0,0,0,0
20261,11260600,중화1동,CS200042,통번역서비스,1,1,0,0,0,0,0
20261,11260600,중화1동,CS200041,사진관,10,10,0,0,0,10,1
20261,11260600,중화1동,CS200038,독서실,2,1,1,0,0,0,0
20261,11260600,중화1동,CS200037,노래방,3,3,0,0,0,0,0
20261,11260600,중화1동,CS200033,부동산중개업,38,38,0,0,0,3,1
20261,11260600,중화1동,CS200032,가전제품수리,12,12,0,0,0,0,0
20261,11260600,중화1동,CS200031,세탁소,11,10,1,0,0,9,1
20261,11260600,중화1동,CS200030,피부관리실,21,21,0,0,0,0,0
20261,11260600,중화1동,CS200029,네일숍,12,12,0,0,0,0,0
20261,11260600,중화1동,CS200028,미용실,38,36,2,0,0,0,0
20261,11260600,중화1동,CS200027,모터사이클수리,4,4,0,0,0,0,0
20261,11260600,중화1동,CS200026,자동차미용,7,6,1,0,0,0,0
20261,11260600,중화1동,CS200025,자동차수리,5,5,0,0,0,20,1
20261,11260600,중화1동,CS200024,스포츠클럽,5,5,0,0,0,0,0
20261,11260600,중화1동,CS200023,통신기기수리,1,1,0,0,0,0,0
20261,11260600,중화1동,CS200022,복권방,1,1,0,0,0,0,0
20261,11260600,중화1동,CS200017,골프연습장,2,2,0,0,0,0,0
20261,11260600,중화1동,CS200015,세무사사무소,2,2,0,0,0,0,0
20261,11260600,중화1동,CS200013,기타법무서비스,1,1,0,0,0,0,0
20261,11260600,중화1동,CS200012,법무사사무소,2,2,0,0,0,0,0
20261,11260600,중화1동,CS200009,동물병원,1,1,0,0,0,0,0
20261,11260600,중화1동,CS200008,한의원,6,6,0,0,0,0,0
20261,11260600,중화1동,CS200007,치과의원,7,7,0,14,1,14,1
20261,11260600,중화1동,CS200006,일반의원,11,11,0,0,0,0,0
20261,11260600,중화1동,CS200005,스포츠 강습,11,11,0,0,0,0,0
20261,11260600,중화1동,CS200003,예술학원,23,22,1,0,0,0,0
20261,11260600,중화1동,CS200002,외국어학원,2,2,0,0,0,0,0
20261,11260600,중화1동,CS200001,일반교습학원,40,37,3,3,1,3,1
20261,11260600,중화1동,CS100010,커피-음료,19,17,2,5,1,5,1
20261,11260600,중화1동,CS100009,호프-간이주점,9,8,1,0,0,11,1
20261,11260600,중화1동,CS100008,분식전문점,10,10,0,0,0,0,0
20261,11260600,중화1동,CS100007,치킨전문점,5,1,4,0,0,0,0
20261,11260600,중화1동,CS100006,패스트푸드점,6,1,5,0,0,0,0
20261,11260600,중화1동,CS100005,제과점,3,3,0,0,0,0,0
20261,11260600,중화1동,CS100004,양식음식점,2,2,0,100,2,0,0
20261,11260600,중화1동,CS100003,일식음식점,3,3,0,33,1,33,1
20261,11260600,중화1동,CS100002,중식음식점,1,0,1,0,0,0,0
20261,11260600,중화1동,CS100001,한식음식점,42,39,3,2,1,5,2
20261,11260590,상봉2동,CS300043,전자상거래업,57,57,0,0,0,14,8
20261,11260590,상봉2동,CS300042,주유소,3,3,0,0,0,0,0
20261,11260590,상봉2동,CS300041,예술품,2,2,0,0,0,0,0
20261,11260590,상봉2동,CS300040,재생용품 판매점,4,4,0,0,0,0,0
20261,11260590,상봉2동,CS300039,모터사이클및부품,7,7,0,0,0,0,0
20261,11260590,상봉2동,CS300038,자동차부품,14,14,0,0,0,0,0
20261,11260590,상봉2동,CS300037,중고차판매,1,1,0,0,0,0,0
20261,11260590,상봉2동,CS300036,조명용품,9,9,0,0,0,0,0
20261,11260590,상봉2동,CS300035,인테리어,7,7,0,0,0,0,0
20261,11260590,상봉2동,CS300033,철물점,9,9,0,0,0,0,0
20261,11260590,상봉2동,CS300032,가전제품,7,7,0,0,0,0,0
20261,11260590,상봉2동,CS300031,가구,6,6,0,0,0,0,0
20261,11260590,상봉2동,CS300029,애완동물,8,8,0,0,0,0,0
20261,11260590,상봉2동,CS300028,화초,8,8,0,13,1,0,0
20261,11260590,상봉2동,CS300027,섬유제품,6,6,0,17,1,0,0
20261,11260590,상봉2동,CS300026,완구,3,3,0,0,0,0,0
20261,11260590,상봉2동,CS300025,자전거 및 기타운송장비,2,2,0,0,0,0,0
20261,11260590,상봉2동,CS300024,운동/경기용품,7,7,0,0,0,14,1
20261,11260590,상봉2동,CS300023,미용재료,6,6,0,0,0,0,0
20261,11260590,상봉2동,CS300022,화장품,24,22,2,13,3,0,0
20261,11260590,상봉2동,CS300021,문구,8,8,0,0,0,0,0
20261,11260590,상봉2동,CS300020,서적,10,10,0,10,1,0,0
20261,11260590,상봉2동,CS300019,의료기기,8,8,0,0,0,13,1
20261,11260590,상봉2동,CS300018,의약품,19,18,1,5,1,0,0
20261,11260590,상봉2동,CS300017,시계및귀금속,5,5,0,0,0,0,0
20261,11260590,상봉2동,CS300016,안경,5,3,2,0,0,0,0
20261,11260590,상봉2동,CS300015,가방,9,9,0,0,0,0,0
20261,11260590,상봉2동,CS300014,신발,6,6,0,0,0,17,1
20261,11260590,상봉2동,CS300013,유아의류,2,2,0,0,0,0,0
