기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,전체_점포_수,일반_점포_수,프랜차이즈_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수
20253,11110640,이화동,CS300012,한복점,1,1,0,0,0,0,0
20253,11110640,이화동,CS300011,일반의류,47,46,1,4,2,2,1
20253,11110640,이화동,CS300010,반찬가게,8,6,2,0,0,0,0
20253,11110640,이화동,CS300009,청과상,3,3,0,0,0,0,0
20253,11110640,이화동,CS300008,수산물판매,5,5,0,0,0,0,0
20253,11110640,이화동,CS300007,육류판매,2,2,0,0,0,0,0
20253,11110640,이화동,CS300006,미곡판매,3,3,0,0,0,33,1
20253,11110640,이화동,CS300005,주류도매,3,3,0,0,0,0,0
20253,11110640,이화동,CS300004,핸드폰,1,1,0,0,0,0,0
20253,11110640,이화동,CS300003,컴퓨터및주변장치판매,3,3,0,0,0,0,0
20253,11110640,이화동,CS300002,편의점,21,4,17,0,0,0,0
20253,11110640,이화동,CS300001,슈퍼마켓,21,14,7,5,1,5,1
20253,11110640,이화동,CS200047,가정용품임대,2,2,0,0,0,0,0
20253,11110640,이화동,CS200046,의류임대,1,1,0,0,0,0,0
20253,11110640,이화동,CS200044,여행사,2,2,0,0,0,0,0
20253,11110640,이화동,CS200043,건축물청소,8,8,0,0,0,0,0
20253,11110640,이화동,CS200042,통번역서비스,1,1,0,0,0,0,0
20253,11110640,이화동,CS200041,사진관,16,14,2,6,1,0,0
20253,11110640,이화동,CS200038,독서실,8,6,2,13,1,0,0
20253,11110640,이화동,CS200037,노래방,2,2,0,0,0,0,0
20253,11110640,이화동,CS200035,게스트하우스,7,7,0,0,0,0,0
20253,11110640,이화동,CS200034,여관,3,3,0,0,0,0,0
20253,11110640,이화동,CS200033,부동산중개업,24,24,0,0,0,0,0
20253,11110640,이화동,CS200032,가전제품수리,2,2,0,0,0,0,0
20253,11110640,이화동,CS200031,세탁소,1,1,0,0,0,0,0
20253,11110640,이화동,CS200029,네일숍,1,1,0,0,0,0,0
20253,11110640,이화동,CS200028,미용실,9,8,1,0,0,0,0
20253,11110640,이화동,CS200025,자동차수리,2,2,0,0,0,0,0
20253,11110640,이화동,CS200024,스포츠클럽,3,3,0,0,0,0,0
20253,11110640,이화동,CS200021,기타오락장,10,8,2,0,0,0,0
20253,11110640,이화동,CS200019,PC방,2,2,0,0,0,0,0
20253,11110640,이화동,CS200017,골프연습장,2,2,0,0,0,0,0
20253,11110640,이화동,CS200016,당구장,4,4,0,25,1,0,0
20253,11110640,이화동,CS200015,세무사사무소,1,1,0,0,0,0,0
20253,11110640,이화동,CS200014,회계사사무소,2,2,0,0,0,0,0
20253,11110640,이화동,CS200010,변호사사무소,2,2,0,0,0,0,0
20253,11110640,이화동,CS200008,한의원,1,1,0,0,0,0,0
20253,11110640,이화동,CS200007,치과의원,4,4,0,0,0,0,0
20253,11110640,이화동,CS200006,일반의원,5,5,0,0,0,0,0
20253,11110640,이화동,CS200005,스포츠 강습,10,10,0,0,0,0,0
20253,11110640,이화동,CS200004,컴퓨터학원,1,1,0,0,0,0,0
20253,11110640,이화동,CS200003,예술학원,12,9,3,0,0,0,0
20253,11110640,이화동,CS200002,외국어학원,2,2,0,0,0,0,0
20253,11110640,이화동,CS200001,일반교습학원,13,13,0,0,0,0,0
20253,11110640,이화동,CS100010,커피-음료,119,86,33,3,4,2,2
20253,11110640,이화동,CS100009,호프-간이주점,23,20,3,4,1,4,1
20253,11110640,이화동,CS100008,분식전문점,29,21,8,3,1,3,1
20253,11110640,이화동,CS100007,치킨전문점,6,2,4,0,0,0,0
20253,11110640,이화동,CS100006,패스트푸드점,22,10,12,0,0,5,1
20253,11110640,이화동,CS100005,제과점,26,19,7,4,1,0,0
20253,11110640,이화동,CS100004,양식음식점,30,24,6,0,0,7,2
20253,11110640,이화동,CS100003,일식음식점,17,12,5,6,1,6,1
20253,11110640,이화동,CS100002,중식음식점,13,11,2,0,0,0,0
20253,11110640,이화동,CS100001,한식음식점,97,82,15,1,1,2,2
20253,11110630,종로5?6가동,CS300043,전자상거래업,26,26,0,0,0,0,0
20253,11110630,종로5?6가동,CS300041,예술품,4,4,0,0,0,0,0
20253,11110630,종로5?6가동,CS300040,재생용품 판매점,3,3,0,0,0,0,0
20253,11110630,종로5?6가동,CS300039,모터사이클및부품,4,4,0,0,0,0,0
20253,11110630,종로5?6가동,CS300038,자동차부품,1,1,0,0,0,0,0
20253,11110630,종로5?6가동,CS300037,중고차판매,1,1,0,0,0,0,0
20253,11110630,종로5?6가동,CS300036,조명용품,77,77,0,0,0,1,1
20253,11110630,종로5?6가동,CS300035,인테리어,20,20,0,0,0,0,0
20253,11110630,종로5?6가동,CS300034,악기,2,2,0,0,0,0,0
20253,11110630,종로5?6가동,CS300033,철물점,8,8,0,0,0,0,0
20253,11110630,종로5?6가동,CS300032,가전제품,1,1,0,0,0,0,0
20253,11110630,종로5?6가동,CS300031,가구,4,4,0,0,0,0,0
20253,11110630,종로5?6가동,CS300029,애완동물,4,4,0,0,0,0,0
20253,11110630,종로5?6가동,CS300028,화초,21,21,0,0,0,0,0
20253,11110630,종로5?6가동,CS300027,섬유제품,207,207,0,1,1,2,4
20253,11110630,종로5?6가동,CS300026,완구,4,4,0,0,0,0,0
20253,11110630,종로5?6가동,CS300024,운동/경기용품,46,46,0,11,5,4,2
20253,11110630,종로5?6가동,CS300023,미용재료,9,9,0,0,0,0,0
20253,11110630,종로5?6가동,CS300022,화장품,18,17,1,0,0,0,0
20253,11110630,종로5?6가동,CS300021,문구,26,25,1,0,0,0,0
20253,11110630,종로5?6가동,CS300020,서적,35,35,0,0,0,0,0
20253,11110630,종로5?6가동,CS300019,의료기기,27,27,0,0,0,4,1
20253,11110630,종로5?6가동,CS300018,의약품,49,49,0,2,1,4,2
20253,11110630,종로5?6가동,CS300017,시계및귀금속,20,20,0,0,0,5,1
20253,11110630,종로5?6가동,CS300016,안경,7,7,0,0,0,0,0
20253,11110630,종로5?6가동,CS300015,가방,15,15,0,0,0,0,0
20253,11110630,종로5?6가동,CS300014,신발,10,9,1,0,0,0,0
20253,11110630,종로5?6가동,CS300013,유아의류,7,7,0,0,0,0,0
20253,11110630,종로5?6가동,CS300012,한복점,14,14,0,0,0,0,0
20253,11110630,종로5?6가동,CS300011,일반의류,246,243,3,2,6,1,3
20253,11110630,종로5?6가동,CS300010,반찬가게,9,9,0,0,0,0,0
20253,11110630,종로5?6가동,CS300009,청과상,4,4,0,0,0,50,2
20253,11110630,종로5?6가동,CS300008,수산물판매,1,1,0,0,0,100,1
20253,11110630,종로5?6가동,CS300007,육류판매,9,9,0,0,0,11,1
20253,11110630,종로5?6가동,CS300006,미곡판매,8,8,0,13,1,0,0
20253,11110630,종로5?6가동,CS300005,주류도매,4,4,0,0,0,0,0
20253,11110630,종로5?6가동,CS300004,핸드폰,20,20,0,0,0,0,0
20253,11110630,종로5?6가동,CS300003,컴퓨터및주변장치판매,10,10,0,0,0,10,1
20253,11110630,종로5?6가동,CS300002,편의점,20,3,17,5,1,10,2
20253,11110630,종로5?6가동,CS300001,슈퍼마켓,50,47,3,6,3,0,0
20253,11110630,종로5?6가동,CS200047,가정용품임대,2,2,0,0,0,0,0
20253,11110630,종로5?6가동,CS200044,여행사,25,25,0,0,0,0,0
20253,11110630,종로5?6가동,CS200043,건축물청소,3,3,0,0,0,0,0
20253,11110630,종로5?6가동,CS200042,통번역서비스,3,3,0,0,0,0,0
20253,11110630,종로5?6가동,CS200041,사진관,9,9,0,0,0,0,0
20253,11110630,종로5?6가동,CS200039,DVD방,1,1,0,100,1,0,0
20253,11110630,종로5?6가동,CS200038,독서실,3,3,0,0,0,0,0
20253,11110630,종로5?6가동,CS200037,노래방,12,12,0,0,0,0,0
20253,11110630,종로5?6가동,CS200036,고시원,1,1,0,0,0,0,0
20253,11110630,종로5?6가동,CS200035,게스트하우스,6,6,0,0,0,0,0
20253,11110630,종로5?6가동,CS200034,여관,27,27,0,0,0,0,0
20253,11110630,종로5?6가동,CS200033,부동산중개업,68,68,0,0,0,6,4
20253,11110630,종로5?6가동,CS200032,가전제품수리,6,6,0,0,0,0,0
20253,11110630,종로5?6가동,CS200031,세탁소,9,9,0,0,0,0,0
20253,11110630,종로5?6가동,CS200030,피부관리실,5,4,1,0,0,0,0
20253,11110630,종로5?6가동,CS200028,미용실,23,22,1,0,0,0,0
20253,11110630,종로5?6가동,CS200027,모터사이클수리,4,4,0,0,0,0,0
20253,11110630,종로5?6가동,CS200025,자동차수리,2,2,0,0,0,0,0
20253,11110630,종로5?6가동,CS200024,스포츠클럽,2,2,0,50,1,0,0
20253,11110630,종로5?6가동,CS200022,복권방,6,6,0,0,0,33,2
20253,11110630,종로5?6가동,CS200021,기타오락장,1,1,0,0,0,0,0
20253,11110630,종로5?6가동,CS200016,당구장,10,10,0,0,0,0,0
20253,11110630,종로5?6가동,CS200015,세무사사무소,39,39,0,0,0,0,0
20253,11110630,종로5?6가동,CS200014,회계사사무소,5,5,0,0,0,0,0
20253,11110630,종로5?6가동,CS200013,기타법무서비스,6,6,0,0,0,0,0
20253,11110630,종로5?6가동,CS200012,법무사사무소,9,9,0,0,0,0,0
20253,11110630,종로5?6가동,CS200010,변호사사무소,2,2,0,0,0,0,0
20253,11110630,종로5?6가동,CS200008,한의원,27,27,0,0,0,0,0
20253,11110630,종로5?6가동,CS200007,치과의원,25,25,0,0,0,0,0
20253,11110630,종로5?6가동,CS200006,일반의원,28,28,0,0,0,4,1
20253,11110630,종로5?6가동,CS200004,컴퓨터학원,2,2,0,0,0,0,0
20253,11110630,종로5?6가동,CS200003,예술학원,8,8,0,0,0,0,0
20253,11110630,종로5?6가동,CS200001,일반교습학원,6,6,0,0,0,17,1
20253,11110630,종로5?6가동,CS100010,커피-음료,108,81,27,3,3,4,4
20253,11110630,종로5?6가동,CS100009,호프-간이주점,49,47,2,2,1,4,2
20253,11110630,종로5?6가동,CS100008,분식전문점,33,29,4,0,0,6,2
20253,11110630,종로5?6가동,CS100007,치킨전문점,18,11,7,0,0,0,0
20253,11110630,종로5?6가동,CS100006,패스트푸드점,10,6,4,0,0,0,0
20253,11110630,종로5?6가동,CS100005,제과점,15,11,4,0,0,0,0
20253,11110630,종로5?6가동,CS100004,양식음식점,9,8,1,0,0,0,0
20253,11110630,종로5?6가동,CS100003,일식음식점,18,15,3,0,0,6,1
20253,11110630,종로5?6가동,CS100002,중식음식점,11,9,2,0,0,0,0
20253,11110630,종로5?6가동,CS100001,한식음식점,261,246,15,0,1,1,2
20253,11110615,종로1?2?3?4가동,CS300043,전자상거래업,90,90,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300042,주유소,3,3,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300041,예술품,273,273,0,1,3,1,3
20253,11110615,종로1?2?3?4가동,CS300040,재생용품 판매점,7,7,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300038,자동차부품,16,16,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300036,조명용품,808,808,0,0,3,1,4
20253,11110615,종로1?2?3?4가동,CS300035,인테리어,44,44,0,0,0,2,1
20253,11110615,종로1?2?3?4가동,CS300034,악기,205,205,0,1,1,0,0
20253,11110615,종로1?2?3?4가동,CS300033,철물점,10,10,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300032,가전제품,79,79,0,0,0,4,3
20253,11110615,종로1?2?3?4가동,CS300031,가구,15,15,0,7,1,0,0
20253,11110615,종로1?2?3?4가동,CS300029,애완동물,2,1,1,0,0,50,1
20253,11110615,종로1?2?3?4가동,CS300028,화초,61,60,1,3,2,3,2
20253,11110615,종로1?2?3?4가동,CS300027,섬유제품,107,107,0,0,0,2,2
20253,11110615,종로1?2?3?4가동,CS300026,완구,7,7,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300024,운동/경기용품,12,12,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300023,미용재료,42,42,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300022,화장품,108,92,16,2,2,2,2
20253,11110615,종로1?2?3?4가동,CS300021,문구,101,94,7,1,1,4,4
20253,11110615,종로1?2?3?4가동,CS300020,서적,47,47,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300019,의료기기,46,46,0,0,0,2,1
20253,11110615,종로1?2?3?4가동,CS300018,의약품,76,74,2,3,2,1,1
20253,11110615,종로1?2?3?4가동,CS300017,시계및귀금속,2505,2496,9,1,18,2,40
20253,11110615,종로1?2?3?4가동,CS300016,안경,19,11,8,5,1,0,0
20253,11110615,종로1?2?3?4가동,CS300015,가방,34,34,0,3,1,0,0
20253,11110615,종로1?2?3?4가동,CS300014,신발,36,36,0,0,0,3,1
20253,11110615,종로1?2?3?4가동,CS300013,유아의류,4,3,1,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300012,한복점,82,82,0,2,2,0,0
20253,11110615,종로1?2?3?4가동,CS300011,일반의류,417,417,0,1,6,2,7
20253,11110615,종로1?2?3?4가동,CS300010,반찬가게,73,70,3,3,2,1,1
20253,11110615,종로1?2?3?4가동,CS300009,청과상,39,39,0,5,2,0,0
20253,11110615,종로1?2?3?4가동,CS300008,수산물판매,19,19,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300007,육류판매,15,15,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300006,미곡판매,17,17,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300005,주류도매,4,4,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300004,핸드폰,37,37,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS300003,컴퓨터및주변장치판매,46,46,0,0,0,2,1
20253,11110615,종로1?2?3?4가동,CS300002,편의점,99,25,74,1,1,1,1
20253,11110615,종로1?2?3?4가동,CS300001,슈퍼마켓,123,105,18,2,3,5,6
20253,11110615,종로1?2?3?4가동,CS200047,가정용품임대,4,4,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200046,의류임대,18,18,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200045,비디오/서적임대,1,1,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200044,여행사,588,586,2,0,1,1,3
20253,11110615,종로1?2?3?4가동,CS200043,건축물청소,28,28,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200042,통번역서비스,53,53,0,0,0,2,1
20253,11110615,종로1?2?3?4가동,CS200041,사진관,41,39,2,0,0,5,2
20253,11110615,종로1?2?3?4가동,CS200040,녹음실,2,2,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200039,DVD방,9,9,0,11,1,0,0
20253,11110615,종로1?2?3?4가동,CS200038,독서실,15,14,1,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200037,노래방,36,36,0,3,1,6,2
20253,11110615,종로1?2?3?4가동,CS200036,고시원,1,1,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200035,게스트하우스,44,44,0,0,0,5,2
20253,11110615,종로1?2?3?4가동,CS200034,여관,126,125,1,2,3,4,5
20253,11110615,종로1?2?3?4가동,CS200033,부동산중개업,206,206,0,0,0,1,1
20253,11110615,종로1?2?3?4가동,CS200032,가전제품수리,30,30,0,3,1,3,1
20253,11110615,종로1?2?3?4가동,CS200031,세탁소,16,15,1,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200030,피부관리실,41,40,1,0,0,2,1
20253,11110615,종로1?2?3?4가동,CS200029,네일숍,15,15,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200028,미용실,39,36,3,0,0,5,2
20253,11110615,종로1?2?3?4가동,CS200027,모터사이클수리,2,2,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200026,자동차미용,1,1,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200025,자동차수리,5,4,1,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200024,스포츠클럽,25,25,0,8,2,0,0
20253,11110615,종로1?2?3?4가동,CS200023,통신기기수리,10,10,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200022,복권방,10,10,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200021,기타오락장,12,10,2,8,1,0,0
20253,11110615,종로1?2?3?4가동,CS200020,전자게임장,6,6,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200019,PC방,16,14,2,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200018,볼링장,2,2,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200017,골프연습장,12,12,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200016,당구장,35,35,0,0,0,3,1
20253,11110615,종로1?2?3?4가동,CS200015,세무사사무소,126,126,0,0,0,1,1
20253,11110615,종로1?2?3?4가동,CS200014,회계사사무소,17,17,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200013,기타법무서비스,48,48,0,4,2,0,0
20253,11110615,종로1?2?3?4가동,CS200012,법무사사무소,13,13,0,0,0,15,2
20253,11110615,종로1?2?3?4가동,CS200011,변리사사무소,9,9,0,0,0,0,0
20253,11110615,종로1?2?3?4가동,CS200010,변호사사무소,63,63,0,0,0,6,4
20253,11110615,종로1?2?3?4가동,CS200008,한의원,35,35,0,3,1,0,0
20253,11110615,종로1?2?3?4가동,CS200007,치과의원,46,46,0,2,1,0,0
20253,11110615,종로1?2?3?4가동,CS200006,일반의원,73,73,0,3,2,1,1
20253,11110615,종로1?2?3?4가동,CS200005,스포츠 강습,50,47,3,6,3,2,1
20253,11110615,종로1?2?3?4가동,CS200004,컴퓨터학원,11,11,0,0,0,18,2
20253,11110615,종로1?2?3?4가동,CS200003,예술학원,37,35,2,3,1,8,3
20253,11110615,종로1?2?3?4가동,CS200002,외국어학원,37,37,0,3,1,0,0
20253,11110615,종로1?2?3?4가동,CS200001,일반교습학원,62,60,2,2,1,2,1
20253,11110615,종로1?2?3?4가동,CS100010,커피-음료,472,373,99,2,9,4,21
20253,11110615,종로1?2?3?4가동,CS100009,호프-간이주점,358,336,22,3,10,4,14
20253,11110615,종로1?2?3?4가동,CS100008,분식전문점,138,114,24,4,6,3,4
20253,11110615,종로1?2?3?4가동,CS100007,치킨전문점,36,11,25,0,0,6,2
20253,11110615,종로1?2?3?4가동,CS100006,패스트푸드점,66,43,23,2,1,0,0
20253,11110615,종로1?2?3?4가동,CS100005,제과점,73,60,13,8,6,1,1
20253,11110615,종로1?2?3?4가동,CS100004,양식음식점,162,146,16,8,13,7,12
20253,11110615,종로1?2?3?4가동,CS100003,일식음식점,104,89,15,2,2,4,4
20253,11110615,종로1?2?3?4가동,CS100002,중식음식점,76,63,13,4,3,3,2
20253,11110615,종로1?2?3?4가동,CS100001,한식음식점,1104,1001,103,4,44,4,40
20253,11110600,가회동,CS300043,전자상거래업,8,8,0,0,0,0,0
20253,11110600,가회동,CS300042,주유소,1,1,0,0,0,0,0
20253,11110600,가회동,CS300041,예술품,36,36,0,0,0,0,0
20253,11110600,가회동,CS300036,조명용품,2,2,0,0,0,0,0
20253,11110600,가회동,CS300035,인테리어,9,9,0,0,0,0,0
20253,11110600,가회동,CS300034,악기,1,1,0,0,0,0,0
20253,11110600,가회동,CS300033,철물점,1,1,0,0,0,0,0
20253,11110600,가회동,CS300032,가전제품,1,1,0,0,0,0,0
20253,11110600,가회동,CS300031,가구,3,3,0,0,0,0,0
20253,11110600,가회동,CS300029,애완동물,2,2,0,0,0,0,0
20253,11110600,가회동,CS300028,화초,11,11,0,0,0,9,1
20253,11110600,가회동,CS300027,섬유제품,1,1,0,0,0,0,0
20253,11110600,가회동,CS300024,운동/경기용품,2,2,0,0,0,0,0
20253,11110600,가회동,CS300023,미용재료,2,2,0,0,0,0,0
20253,11110600,가회동,CS300022,화장품,14,13,1,0,0,0,0
20253,11110600,가회동,CS300021,문구,13,12,1,0,0,0,0
20253,11110600,가회동,CS300020,서적,2,2,0,0,0,0,0
20253,11110600,가회동,CS300018,의약품,2,1,1,0,0,0,0
20253,11110600,가회동,CS300017,시계및귀금속,9,9,0,0,0,0,0
20253,11110600,가회동,CS300016,안경,2,2,0,0,0,0,0
20253,11110600,가회동,CS300015,가방,8,8,0,0,0,0,0
20253,11110600,가회동,CS300014,신발,2,2,0,0,0,0,0
20253,11110600,가회동,CS300012,한복점,5,5,0,20,1,0,0
20253,11110600,가회동,CS300011,일반의류,27,27,0,4,1,4,1
20253,11110600,가회동,CS300010,반찬가게,15,15,0,0,0,0,0
20253,11110600,가회동,CS300009,청과상,5,5,0,0,0,0,0
20253,11110600,가회동,CS300008,수산물판매,2,2,0,0,0,0,0
20253,11110600,가회동,CS300007,육류판매,2,2,0,0,0,0,0
20253,11110600,가회동,CS300006,미곡판매,6,6,0,0,0,0,0
20253,11110600,가회동,CS300004,핸드폰,2,2,0,0,0,0,0
20253,11110600,가회동,CS300003,컴퓨터및주변장치판매,1,1,0,100,1,0,0
20253,11110600,가회동,CS300002,편의점,5,1,4,0,0,0,0
20253,11110600,가회동,CS300001,슈퍼마켓,16,13,3,6,1,0,0
20253,11110600,가회동,CS200047,가정용품임대,1,1,0,0,0,0,0
20253,11110600,가회동,CS200046,의류임대,6,6,0,0,0,0,0
20253,11110600,가회동,CS200044,여행사,6,6,0,0,0,0,0
20253,11110600,가회동,CS200043,건축물청소,1,1,0,0,0,0,0
20253,11110600,가회동,CS200041,사진관,29,28,1,3,1,3,1
20253,11110600,가회동,CS200040,녹음실,1,1,0,0,0,0,0
20253,11110600,가회동,CS200038,독서실,2,2,0,0,0,0,0
20253,11110600,가회동,CS200037,노래방,3,3,0,0,0,0,0
20253,11110600,가회동,CS200035,게스트하우스,50,50,0,0,0,4,2
20253,11110600,가회동,CS200034,여관,6,6,0,0,0,0,0
20253,11110600,가회동,CS200033,부동산중개업,19,19,0,0,0,0,0
20253,11110600,가회동,CS200032,가전제품수리,1,1,0,0,0,0,0
20253,11110600,가회동,CS200031,세탁소,2,2,0,0,0,0,0
20253,11110600,가회동,CS200030,피부관리실,1,1,0,0,0,0,0
20253,11110600,가회동,CS200028,미용실,7,7,0,0,0,0,0
20253,11110600,가회동,CS200026,자동차미용,1,1,0,0,0,0,0
20253,11110600,가회동,CS200025,자동차수리,2,2,0,0,0,0,0
20253,11110600,가회동,CS200024,스포츠클럽,3,3,0,0,0,0,0
20253,11110600,가회동,CS200022,복권방,1,1,0,0,0,0,0
20253,11110600,가회동,CS200021,기타오락장,1,1,0,0,0,0,0
20253,11110600,가회동,CS200018,볼링장,1,1,0,0,0,0,0
20253,11110600,가회동,CS200016,당구장,3,3,0,0,0,0,0
20253,11110600,가회동,CS200010,변호사사무소,3,3,0,0,0,0,0
20253,11110600,가회동,CS200008,한의원,5,5,0,0,0,0,0
20253,11110600,가회동,CS200007,치과의원,1,1,0,0,0,0,0
20253,11110600,가회동,CS200005,스포츠 강습,5,3,2,0,0,20,1
20253,11110600,가회동,CS200003,예술학원,4,4,0,0,0,0,0
20253,11110600,가회동,CS200002,외국어학원,2,2,0,0,0,0,0
20253,11110600,가회동,CS200001,일반교습학원,7,7,0,14,1,14,1
20253,11110600,가회동,CS100010,커피-음료,91,82,9,1,1,6,5
20253,11110600,가회동,CS100009,호프-간이주점,11,11,0,0,0,9,1
20253,11110600,가회동,CS100008,분식전문점,16,13,3,0,0,0,0
20253,11110600,가회동,CS100007,치킨전문점,4,3,1,0,0,0,0
20253,11110600,가회동,CS100006,패스트푸드점,9,7,2,0,0,0,0
20253,11110600,가회동,CS100005,제과점,16,15,1,25,4,0,0
20253,11110600,가회동,CS100004,양식음식점,28,27,1,0,0,4,1
20253,11110600,가회동,CS100003,일식음식점,10,9,1,0,0,0,0
20253,11110600,가회동,CS100001,한식음식점,83,71,12,6,5,4,3
20253,11110580,교남동,CS300043,전자상거래업,9,9,0,0,0,0,0
20253,11110580,교남동,CS300041,예술품,4,4,0,25,1,25,1
20253,11110580,교남동,CS300040,재생용품 판매점,1,1,0,0,0,0,0
20253,11110580,교남동,CS300036,조명용품,1,1,0,0,0,0,0
20253,11110580,교남동,CS300035,인테리어,2,2,0,0,0,0,0
20253,11110580,교남동,CS300032,가전제품,1,1,0,0,0,0,0
20253,11110580,교남동,CS300031,가구,1,1,0,0,0,0,0
20253,11110580,교남동,CS300028,화초,9,9,0,0,0,0,0
20253,11110580,교남동,CS300027,섬유제품,1,1,0,0,0,0,0
20253,11110580,교남동,CS300026,완구,2,2,0,0,0,0,0
20253,11110580,교남동,CS300022,화장품,4,4,0,0,0,0,0
20253,11110580,교남동,CS300021,문구,1,1,0,0,0,0,0
20253,11110580,교남동,CS300020,서적,6,6,0,0,0,0,0
20253,11110580,교남동,CS300019,의료기기,5,5,0,0,0,0,0
20253,11110580,교남동,CS300018,의약품,24,24,0,4,1,4,1
20253,11110580,교남동,CS300016,안경,1,1,0,0,0,0,0
20253,11110580,교남동,CS300015,가방,1,1,0,0,0,0,0
20253,11110580,교남동,CS300011,일반의류,8,8,0,0,0,0,0
20253,11110580,교남동,CS300010,반찬가게,3,3,0,0,0,0,0
20253,11110580,교남동,CS300009,청과상,4,4,0,0,0,0,0
20253,11110580,교남동,CS300007,육류판매,2,2,0,0,0,0,0
20253,11110580,교남동,CS300006,미곡판매,2,2,0,0,0,0,0
20253,11110580,교남동,CS300004,핸드폰,4,4,0,0,0,0,0
20253,11110580,교남동,CS300003,컴퓨터및주변장치판매,1,1,0,0,0,0,0
20253,11110580,교남동,CS300002,편의점,18,5,13,0,0,0,0
20253,11110580,교남동,CS300001,슈퍼마켓,13,8,5,15,2,0,0
20253,11110580,교남동,CS200044,여행사,1,1,0,0,0,0,0
20253,11110580,교남동,CS200043,건축물청소,3,3,0,0,0,0,0
20253,11110580,교남동,CS200042,통번역서비스,2,2,0,0,0,0,0
20253,11110580,교남동,CS200041,사진관,3,3,0,0,0,33,1
20253,11110580,교남동,CS200040,녹음실,1,1,0,0,0,0,0
20253,11110580,교남동,CS200037,노래방,1,1,0,0,0,0,0
20253,11110580,교남동,CS200035,게스트하우스,1,1,0,0,0,0,0
20253,11110580,교남동,CS200034,여관,2,2,0,0,0,0,0
20253,11110580,교남동,CS200033,부동산중개업,34,34,0,0,0,3,1
20253,11110580,교남동,CS200032,가전제품수리,2,2,0,0,0,0,0
20253,11110580,교남동,CS200031,세탁소,7,5,2,0,0,0,0
20253,11110580,교남동,CS200030,피부관리실,1,1,0,0,0,0,0
20253,11110580,교남동,CS200029,네일숍,2,2,0,0,0,0,0
20253,11110580,교남동,CS200028,미용실,12,10,2,0,0,0,0
20253,11110580,교남동,CS200025,자동차수리,2,2,0,0,0,0,0
20253,11110580,교남동,CS200024,스포츠클럽,1,1,0,0,0,0,0
20253,11110580,교남동,CS200022,복권방,1,1,0,0,0,0,0
20253,11110580,교남동,CS200021,기타오락장,1,1,0,100,1,0,0
20253,11110580,교남동,CS200017,골프연습장,1,0,1,0,0,0,0
20253,11110580,교남동,CS200016,당구장,3,3,0,0,0,0,0
20253,11110580,교남동,CS200009,동물병원,1,1,0,0,0,0,0
20253,11110580,교남동,CS200008,한의원,6,6,0,0,0,0,0
20253,11110580,교남동,CS200007,치과의원,3,3,0,0,0,0,0
20253,11110580,교남동,CS200006,일반의원,11,11,0,0,0,9,1
20253,11110580,교남동,CS200005,스포츠 강습,11,10,1,9,1,0,0
20253,11110580,교남동,CS200004,컴퓨터학원,1,1,0,0,0,0,0
20253,11110580,교남동,CS200003,예술학원,6,6,0,0,0,0,0
20253,11110580,교남동,CS200002,외국어학원,2,2,0,0,0,0,0
20253,11110580,교남동,CS200001,일반교습학원,16,15,1,0,0,13,2
20253,11110580,교남동,CS100010,커피-음료,27,13,14,0,0,4,1
